step	T	P	Q	Emptymeas
0	-4.28195494049185	2.57	0.19	N/A
1	-4.28195494049185	0.37	0.19	N/A
2	-4.28195494049185	0.04	0.19	N/A
3	-4.28195494049185	0.92	0.19	N/A
4	-4.28195494049185	0.03	0.19	N/A
5	-4.28195494049185	0.0	0.19	N/A
6	-4.28195494049185	0.0	0.19	N/A
7	-4.28195494049185	0.0	0.19	N/A
8	-4.28195494049185	0.0	0.19	N/A
9	-4.28195494049185	0.0	0.19	N/A
10	-4.28195494049185	0.0	0.19	N/A
11	-4.28195494049185	0.0	0.19	N/A
12	-4.28195494049185	0.0	0.19	N/A
13	-4.28195494049185	0.0	0.19	N/A
14	-4.28195494049185	0.0	0.19	N/A
15	-4.28195494049185	0.0	0.19	N/A
16	-4.28195494049185	0.0	0.19	N/A
17	-4.28195494049185	0.0	0.19	N/A
18	-4.28195494049185	0.0	0.18	N/A
19	-4.28195494049185	0.0	0.18	N/A
20	-4.28195494049185	0.0	0.18	N/A
21	-4.28195494049185	0.0	0.18	N/A
22	-4.28195494049185	0.0	0.18	N/A
23	-4.28195494049185	0.0	0.18	N/A
24	-3.38195496060842	0.1	0.15	N/A
25	-3.38195496060842	0.01	0.15	N/A
26	-3.38195496060842	0.53	0.15	N/A
27	-3.38195496060842	0.52	0.15	N/A
28	-3.38195496060842	0.0	0.15	N/A
29	-3.38195496060842	0.0	0.15	N/A
30	-3.38195496060842	0.04	0.15	N/A
31	-3.38195496060842	0.05	0.15	N/A
32	-3.38195496060842	0.0	0.15	N/A
33	-3.38195496060842	0.0	0.14	N/A
34	-3.38195496060842	0.0	0.13	N/A
35	-3.38195496060842	0.0	0.13	N/A
36	-3.38195496060842	0.0	0.13	N/A
37	-3.38195496060842	0.0	0.13	N/A
38	-3.38195496060842	0.0	0.13	N/A
39	-3.38195496060842	0.0	0.13	N/A
40	-3.38195496060842	0.0	0.14	N/A
41	-3.38195496060842	0.0	0.14	N/A
42	-3.38195496060842	0.0	0.13	N/A
43	-3.38195496060842	0.01	0.13	N/A
44	-3.38195496060842	0.0	0.12	N/A
45	-3.38195496060842	0.0	0.12	N/A
46	-3.38195496060842	0.0	0.12	N/A
47	-3.38195496060842	0.0	0.12	N/A
48	-7.411954870530901	0.03	0.12	N/A
49	-7.411954870530901	0.0	0.12	N/A
50	-7.411954870530901	0.0	0.12	N/A
51	-7.411954870530901	0.0	0.12	N/A
52	-7.411954870530901	0.0	0.12	N/A
53	-7.411954870530901	0.0	0.12	N/A
54	-7.411954870530901	0.0	0.12	N/A
55	-7.411954870530901	0.0	0.12	N/A
56	-7.411954870530901	0.11	0.12	N/A
57	-7.411954870530901	0.78	0.11	N/A
58	-7.411954870530901	0.7	0.11	N/A
59	-7.411954870530901	0.21	0.11	N/A
60	-7.411954870530901	0.23	0.11	N/A
61	-7.411954870530901	0.0	0.11	N/A
62	-7.411954870530901	0.12	0.11	N/A
63	-7.411954870530901	0.25	0.11	N/A
64	-7.411954870530901	0.0	0.11	N/A
65	-7.411954870530901	0.0	0.11	N/A
66	-7.411954870530901	0.0	0.11	N/A
67	-7.411954870530901	0.0	0.11	N/A
68	-7.411954870530901	0.0	0.11	N/A
69	-7.411954870530901	0.0	0.11	N/A
70	-7.411954870530901	0.0	0.11	N/A
71	-7.411954870530901	0.0	0.11	N/A
72	-9.001954834991631	0.0	0.11	N/A
73	-9.001954834991631	0.0	0.11	N/A
74	-9.001954834991631	0.0	0.1	N/A
75	-9.001954834991631	0.0	0.1	N/A
76	-9.001954834991631	0.0	0.1	N/A
77	-9.001954834991631	0.0	0.1	N/A
78	-9.001954834991631	0.0	0.1	N/A
79	-9.001954834991631	0.0	0.1	N/A
80	-9.001954834991631	0.0	0.1	N/A
81	-9.001954834991631	0.0	0.1	N/A
82	-9.001954834991631	0.0	0.1	N/A
83	-9.001954834991631	0.0	0.1	N/A
84	-9.001954834991631	0.0	0.09	N/A
85	-9.001954834991631	0.0	0.09	N/A
86	-9.001954834991631	0.0	0.1	N/A
87	-9.001954834991631	0.0	0.1	N/A
88	-9.001954834991631	0.0	0.1	N/A
89	-9.001954834991631	0.0	0.1	N/A
90	-9.001954834991631	0.0	0.1	N/A
91	-9.001954834991631	0.0	0.1	N/A
92	-9.001954834991631	0.0	0.1	N/A
93	-9.001954834991631	0.0	0.1	N/A
94	-9.001954834991631	0.0	0.1	N/A
95	-9.001954834991631	0.0	0.1	N/A
96	-8.37195484907323	0.0	0.1	N/A
97	-8.37195484907323	0.0	0.1	N/A
98	-8.37195484907323	0.0	0.1	N/A
99	-8.37195484907323	0.0	0.1	N/A
100	-8.37195484907323	0.0	0.1	N/A
101	-8.37195484907323	0.0	0.1	N/A
102	-8.37195484907323	0.0	0.1	N/A
103	-8.37195484907323	0.0	0.1	N/A
104	-8.37195484907323	0.0	0.1	N/A
105	-8.37195484907323	0.0	0.1	N/A
106	-8.37195484907323	0.0	0.1	N/A
107	-8.37195484907323	0.0	0.09	N/A
108	-8.37195484907323	0.0	0.09	N/A
109	-8.37195484907323	0.0	0.09	N/A
110	-8.37195484907323	0.0	0.09	N/A
111	-8.37195484907323	0.0	0.09	N/A
112	-8.37195484907323	0.0	0.09	N/A
113	-8.37195484907323	0.0	0.09	N/A
114	-8.37195484907323	0.0	0.09	N/A
115	-8.37195484907323	0.0	0.09	N/A
116	-8.37195484907323	0.0	0.09	N/A
117	-8.37195484907323	0.0	0.09	N/A
118	-8.37195484907323	0.0	0.09	N/A
119	-8.37195484907323	0.0	0.09	N/A
120	-8.1019548551082	0.0	0.09	N/A
121	-8.1019548551082	0.0	0.09	N/A
122	-8.1019548551082	0.0	0.09	N/A
123	-8.1019548551082	0.0	0.09	N/A
124	-8.1019548551082	0.0	0.09	N/A
125	-8.1019548551082	0.0	0.09	N/A
126	-8.1019548551082	0.0	0.09	N/A
127	-8.1019548551082	0.0	0.09	N/A
128	-8.1019548551082	0.0	0.09	N/A
129	-8.1019548551082	0.0	0.09	N/A
130	-8.1019548551082	0.0	0.09	N/A
131	-8.1019548551082	0.0	0.09	N/A
132	-8.1019548551082	0.0	0.09	N/A
133	-8.1019548551082	0.0	0.09	N/A
134	-8.1019548551082	0.0	0.09	N/A
135	-8.1019548551082	0.0	0.09	N/A
136	-8.1019548551082	0.0	0.09	N/A
137	-8.1019548551082	0.0	0.09	N/A
138	-8.1019548551082	0.0	0.09	N/A
139	-8.1019548551082	0.0	0.09	N/A
140	-8.1019548551082	0.0	0.09	N/A
141	-8.1019548551082	0.0	0.09	N/A
142	-8.1019548551082	0.0	0.08	N/A
143	-8.1019548551082	0.0	0.08	N/A
144	-6.52195489042395	0.0	0.08	N/A
145	-6.52195489042395	0.0	0.08	N/A
146	-6.52195489042395	0.0	0.08	N/A
147	-6.52195489042395	0.0	0.08	N/A
148	-6.52195489042395	0.0	0.08	N/A
149	-6.52195489042395	0.0	0.08	N/A
150	-6.52195489042395	0.13	0.08	N/A
151	-6.52195489042395	0.0	0.08	N/A
152	-6.52195489042395	0.0	0.08	N/A
153	-6.52195489042395	0.0	0.08	N/A
154	-6.52195489042395	0.0	0.07	N/A
155	-6.52195489042395	0.0	0.07	N/A
156	-6.52195489042395	0.04	0.07	N/A
157	-6.52195489042395	0.18	0.07	N/A
158	-6.52195489042395	0.1	0.07	N/A
159	-6.52195489042395	0.0	0.07	N/A
160	-6.52195489042395	0.0	0.06	N/A
161	-6.52195489042395	0.0	0.07	N/A
162	-6.52195489042395	0.0	0.07	N/A
163	-6.52195489042395	0.0	0.07	N/A
164	-6.52195489042395	0.0	0.07	N/A
165	-6.52195489042395	0.0	0.07	N/A
166	-6.52195489042395	0.0	0.07	N/A
167	-6.52195489042395	0.0	0.07	N/A
168	-5.20195491992825	0.0	0.07	N/A
169	-5.20195491992825	0.0	0.07	N/A
170	-5.20195491992825	0.0	0.07	N/A
171	-5.20195491992825	0.0	0.07	N/A
172	-5.20195491992825	0.0	0.07	N/A
173	-5.20195491992825	0.0	0.07	N/A
174	-5.20195491992825	0.0	0.07	N/A
175	-5.20195491992825	0.0	0.07	N/A
176	-5.20195491992825	0.0	0.07	N/A
177	-5.20195491992825	0.0	0.07	N/A
178	-5.20195491992825	0.0	0.07	N/A
179	-5.20195491992825	0.0	0.07	N/A
180	-5.20195491992825	0.0	0.07	N/A
181	-5.20195491992825	0.0	0.07	N/A
182	-5.20195491992825	0.0	0.07	N/A
183	-5.20195491992825	0.0	0.07	N/A
184	-5.20195491992825	0.0	0.07	N/A
185	-5.20195491992825	0.0	0.07	N/A
186	-5.20195491992825	0.0	0.06	N/A
187	-5.20195491992825	0.48	0.06	N/A
188	-5.20195491992825	0.27	0.06	N/A
189	-5.20195491992825	0.19	0.06	N/A
190	-5.20195491992825	0.2	0.06	N/A
191	-5.20195491992825	0.19	0.06	N/A
192	-4.91195492641025	0.29	0.06	N/A
193	-4.91195492641025	0.46	0.06	N/A
194	-4.91195492641025	0.51	0.06	N/A
195	-4.91195492641025	0.46	0.06	N/A
196	-4.91195492641025	0.42	0.06	N/A
197	-4.91195492641025	0.5	0.06	N/A
198	-4.91195492641025	0.02	0.06	N/A
199	-4.91195492641025	0.11	0.06	N/A
200	-4.91195492641025	0.01	0.06	N/A
201	-4.91195492641025	0.34	0.06	N/A
202	-4.91195492641025	0.0	0.06	N/A
203	-4.91195492641025	0.0	0.06	N/A
204	-4.91195492641025	0.0	0.06	N/A
205	-4.91195492641025	0.0	0.06	N/A
206	-4.91195492641025	0.0	0.06	N/A
207	-4.91195492641025	0.0	0.06	N/A
208	-4.91195492641025	0.0	0.06	N/A
209	-4.91195492641025	0.0	0.06	N/A
210	-4.91195492641025	0.0	0.06	N/A
211	-4.91195492641025	0.0	0.06	N/A
212	-4.91195492641025	0.0	0.06	N/A
213	-4.91195492641025	0.0	0.06	N/A
214	-4.91195492641025	0.0	0.06	N/A
215	-4.91195492641025	0.0	0.06	N/A
216	-5.211954919704731	0.0	0.06	N/A
217	-5.211954919704731	0.0	0.06	N/A
218	-5.211954919704731	0.0	0.06	N/A
219	-5.211954919704731	0.0	0.06	N/A
220	-5.211954919704731	0.2	0.06	N/A
221	-5.211954919704731	0.0	0.06	N/A
222	-5.211954919704731	0.0	0.06	N/A
223	-5.211954919704731	0.0	0.06	N/A
224	-5.211954919704731	0.0	0.06	N/A
225	-5.211954919704731	0.0	0.06	N/A
226	-5.211954919704731	0.0	0.06	N/A
227	-5.211954919704731	0.0	0.06	N/A
228	-5.211954919704731	0.0	0.06	N/A
229	-5.211954919704731	0.0	0.06	N/A
230	-5.211954919704731	0.0	0.06	N/A
231	-5.211954919704731	0.0	0.06	N/A
232	-5.211954919704731	0.0	0.06	N/A
233	-5.211954919704731	0.0	0.06	N/A
234	-5.211954919704731	0.1	0.06	N/A
235	-5.211954919704731	0.05	0.06	N/A
236	-5.211954919704731	0.17	0.06	N/A
237	-5.211954919704731	0.2	0.06	N/A
238	-5.211954919704731	0.17	0.06	N/A
239	-5.211954919704731	0.0	0.06	N/A
240	-5.61195491076403	0.0	0.06	N/A
241	-5.61195491076403	0.0	0.06	N/A
242	-5.61195491076403	0.0	0.06	N/A
243	-5.61195491076403	0.0	0.06	N/A
244	-5.61195491076403	0.0	0.06	N/A
245	-5.61195491076403	0.0	0.06	N/A
246	-5.61195491076403	0.04	0.06	N/A
247	-5.61195491076403	0.11	0.06	N/A
248	-5.61195491076403	0.29	0.06	N/A
249	-5.61195491076403	0.53	0.06	N/A
250	-5.61195491076403	0.19	0.06	N/A
251	-5.61195491076403	0.25	0.05	N/A
252	-5.61195491076403	0.0	0.05	N/A
253	-5.61195491076403	0.0	0.05	N/A
254	-5.61195491076403	0.0	0.05	N/A
255	-5.61195491076403	0.0	0.05	N/A
256	-5.61195491076403	0.0	0.05	N/A
257	-5.61195491076403	0.0	0.05	N/A
258	-5.61195491076403	0.0	0.05	N/A
259	-5.61195491076403	0.0	0.05	N/A
260	-5.61195491076403	0.0	0.05	N/A
261	-5.61195491076403	0.0	0.05	N/A
262	-5.61195491076403	0.0	0.05	N/A
263	-5.61195491076403	0.0	0.05	N/A
264	-6.69195488662415	0.0	0.05	N/A
265	-6.69195488662415	0.0	0.05	N/A
266	-6.69195488662415	0.0	0.05	N/A
267	-6.69195488662415	0.0	0.05	N/A
268	-6.69195488662415	0.0	0.05	N/A
269	-6.69195488662415	0.0	0.05	N/A
270	-6.69195488662415	0.0	0.05	N/A
271	-6.69195488662415	0.0	0.05	N/A
272	-6.69195488662415	0.0	0.05	N/A
273	-6.69195488662415	0.0	0.05	N/A
274	-6.69195488662415	0.0	0.05	N/A
275	-6.69195488662415	0.0	0.05	N/A
276	-6.69195488662415	0.0	0.05	N/A
277	-6.69195488662415	0.0	0.05	N/A
278	-6.69195488662415	0.0	0.05	N/A
279	-6.69195488662415	0.0	0.05	N/A
280	-6.69195488662415	0.0	0.05	N/A
281	-6.69195488662415	0.0	0.05	N/A
282	-6.69195488662415	0.0	0.05	N/A
283	-6.69195488662415	0.0	0.05	N/A
284	-6.69195488662415	0.0	0.05	N/A
285	-6.69195488662415	0.0	0.05	N/A
286	-6.69195488662415	0.0	0.05	N/A
287	-6.69195488662415	0.0	0.05	N/A
288	-3.15195496574932	0.0	0.05	N/A
289	-3.15195496574932	0.0	0.05	N/A
290	-3.15195496574932	0.0	0.05	N/A
291	-3.15195496574932	0.0	0.05	N/A
292	-3.15195496574932	0.0	0.05	N/A
293	-3.15195496574932	0.0	0.05	N/A
294	-3.15195496574932	0.0	0.05	N/A
295	-3.15195496574932	0.0	0.04	N/A
296	-3.15195496574932	0.0	0.04	N/A
297	-3.15195496574932	0.0	0.04	N/A
298	-3.15195496574932	0.0	0.04	N/A
299	-3.15195496574932	0.0	0.04	N/A
300	-3.15195496574932	0.0	0.04	N/A
301	-3.15195496574932	0.0	0.04	N/A
302	-3.15195496574932	0.0	0.04	N/A
303	-3.15195496574932	0.0	0.04	N/A
304	-3.15195496574932	0.0	0.04	N/A
305	-3.15195496574932	0.0	0.04	N/A
306	-3.15195496574932	0.0	0.04	N/A
307	-3.15195496574932	0.0	0.04	N/A
308	-3.15195496574932	0.0	0.04	N/A
309	-3.15195496574932	0.0	0.04	N/A
310	-3.15195496574932	0.0	0.04	N/A
311	-3.15195496574932	0.14	0.04	N/A
312	-3.02195496865505	0.0	0.04	N/A
313	-3.02195496865505	0.0	0.04	N/A
314	-3.02195496865505	0.0	0.04	N/A
315	-3.02195496865505	0.0	0.04	N/A
316	-3.02195496865505	0.0	0.04	N/A
317	-3.02195496865505	0.0	0.04	N/A
318	-3.02195496865505	0.0	0.04	N/A
319	-3.02195496865505	0.0	0.04	N/A
320	-3.02195496865505	0.0	0.04	N/A
321	-3.02195496865505	0.0	0.04	N/A
322	-3.02195496865505	0.0	0.04	N/A
323	-3.02195496865505	0.0	0.04	N/A
324	-3.02195496865505	0.0	0.04	N/A
325	-3.02195496865505	0.0	0.04	N/A
326	-3.02195496865505	0.0	0.04	N/A
327	-3.02195496865505	0.0	0.04	N/A
328	-3.02195496865505	0.0	0.04	N/A
329	-3.02195496865505	0.0	0.04	N/A
330	-3.02195496865505	0.0	0.04	N/A
331	-3.02195496865505	0.0	0.04	N/A
332	-3.02195496865505	0.0	0.04	N/A
333	-3.02195496865505	0.0	0.04	N/A
334	-3.02195496865505	0.0	0.04	N/A
335	-3.02195496865505	0.0	0.04	N/A
336	-3.57195495636159	0.0	0.04	N/A
337	-3.57195495636159	0.0	0.04	N/A
338	-3.57195495636159	0.0	0.04	N/A
339	-3.57195495636159	0.0	0.04	N/A
340	-3.57195495636159	0.0	0.04	N/A
341	-3.57195495636159	0.0	0.04	N/A
342	-3.57195495636159	0.0	0.04	N/A
343	-3.57195495636159	0.0	0.04	N/A
344	-3.57195495636159	0.0	0.04	N/A
345	-3.57195495636159	0.0	0.04	N/A
346	-3.57195495636159	0.0	0.04	N/A
347	-3.57195495636159	0.0	0.04	N/A
348	-3.57195495636159	0.0	0.04	N/A
349	-3.57195495636159	0.0	0.04	N/A
350	-3.57195495636159	0.0	0.04	N/A
351	-3.57195495636159	0.0	0.04	N/A
352	-3.57195495636159	0.0	0.04	N/A
353	-3.57195495636159	0.0	0.04	N/A
354	-3.57195495636159	0.0	0.04	N/A
355	-3.57195495636159	0.0	0.04	N/A
356	-3.57195495636159	0.0	0.04	N/A
357	-3.57195495636159	0.0	0.04	N/A
358	-3.57195495636159	0.0	0.04	N/A
359	-3.57195495636159	0.0	0.04	N/A
360	0.0480449627251068	0.0	0.04	N/A
361	0.0480449627251068	0.0	0.04	N/A
362	0.0480449627251068	0.0	0.04	N/A
363	0.0480449627251068	0.0	0.04	N/A
364	0.0480449627251068	0.0	0.04	N/A
365	0.0480449627251068	0.0	0.04	N/A
366	0.0480449627251068	0.0	0.04	N/A
367	0.0480449627251068	0.0	0.04	N/A
368	0.0480449627251068	0.0	0.04	N/A
369	0.0480449627251068	0.0	0.04	N/A
370	0.0480449627251068	0.0	0.04	N/A
371	0.0480449627251068	0.0	0.04	N/A
372	0.0480449627251068	0.0	0.04	N/A
373	0.0480449627251068	0.0	0.04	N/A
374	0.0480449627251068	0.0	0.04	N/A
375	0.0480449627251068	0.0	0.04	N/A
376	0.0480449627251068	0.0	0.04	N/A
377	0.0480449627251068	0.0	0.04	N/A
378	0.0480449627251068	0.0	0.04	N/A
379	0.0480449627251068	0.0	0.04	N/A
380	0.0480449627251068	0.0	0.04	N/A
381	0.0480449627251068	0.14	0.04	N/A
382	0.0480449627251068	0.3	0.04	N/A
383	0.0480449627251068	0.29	0.04	N/A
384	0.9280449430555742	0.48	0.04	N/A
385	0.9280449430555742	1.82	0.04	N/A
386	0.9280449430555742	2.29	0.04	N/A
387	0.9280449430555742	0.53	0.04	N/A
388	0.9280449430555742	0.6	0.04	N/A
389	0.9280449430555742	0.01	0.04	N/A
390	0.9280449430555742	0.77	0.04	N/A
391	0.9280449430555742	1.8	0.04	N/A
392	0.9280449430555742	1.09	0.04	N/A
393	0.9280449430555742	0.35	0.04	N/A
394	0.9280449430555742	1.3	0.04	N/A
395	0.9280449430555742	2.26	0.04	N/A
396	0.9280449430555742	1.19	0.04	N/A
397	0.9280449430555742	0.72	0.04	N/A
398	0.9280449430555742	2.0	0.04	N/A
399	0.9280449430555742	1.37	0.04	N/A
400	0.9280449430555742	0.44	0.05	N/A
401	0.9280449430555742	0.0	0.05	N/A
402	0.9280449430555742	0.0	0.06	N/A
403	0.9280449430555742	0.0	0.06	N/A
404	0.9280449430555742	0.0	0.07	N/A
405	0.9280449430555742	0.0	0.07	N/A
406	0.9280449430555742	0.0	0.07	N/A
407	0.9280449430555742	0.0	0.08	N/A
408	-0.421955026769575	0.0	0.08	N/A
409	-0.421955026769575	0.0	0.08	N/A
410	-0.421955026769575	0.0	0.08	N/A
411	-0.421955026769575	0.0	0.08	N/A
412	-0.421955026769575	0.0	0.07	N/A
413	-0.421955026769575	0.0	0.07	N/A
414	-0.421955026769575	0.0	0.07	N/A
415	-0.421955026769575	0.0	0.07	N/A
416	-0.421955026769575	0.0	0.07	N/A
417	-0.421955026769575	0.0	0.07	N/A
418	-0.421955026769575	0.0	0.07	N/A
419	-0.421955026769575	0.0	0.07	N/A
420	-0.421955026769575	0.0	0.07	N/A
421	-0.421955026769575	0.0	0.06	N/A
422	-0.421955026769575	0.0	0.06	N/A
423	-0.421955026769575	0.0	0.06	N/A
424	-0.421955026769575	0.0	0.06	N/A
425	-0.421955026769575	0.0	0.06	N/A
426	-0.421955026769575	0.0	0.06	N/A
427	-0.421955026769575	0.0	0.06	N/A
428	-0.421955026769575	0.0	0.06	N/A
429	-0.421955026769575	0.0	0.06	N/A
430	-0.421955026769575	0.0	0.06	N/A
431	-0.421955026769575	0.0	0.06	N/A
432	-0.37195502788716206	0.0	0.06	N/A
433	-0.37195502788716206	0.0	0.06	N/A
434	-0.37195502788716206	0.0	0.06	N/A
435	-0.37195502788716206	0.0	0.06	N/A
436	-0.37195502788716206	0.0	0.06	N/A
437	-0.37195502788716206	0.0	0.06	N/A
438	-0.37195502788716206	0.0	0.06	N/A
439	-0.37195502788716206	0.0	0.06	N/A
440	-0.37195502788716206	0.0	0.06	N/A
441	-0.37195502788716206	0.0	0.06	N/A
442	-0.37195502788716206	0.0	0.06	N/A
443	-0.37195502788716206	0.0	0.06	N/A
444	-0.37195502788716206	0.0	0.06	N/A
445	-0.37195502788716206	0.0	0.06	N/A
446	-0.37195502788716206	0.0	0.06	N/A
447	-0.37195502788716206	0.0	0.06	N/A
448	-0.37195502788716206	0.0	0.06	N/A
449	-0.37195502788716206	0.0	0.06	N/A
450	-0.37195502788716206	0.0	0.06	N/A
451	-0.37195502788716206	0.0	0.06	N/A
