step	T	P	Q	Emptymeas
0	-4.35991618327389	0.07	0.42	N/A
1	-4.35991618327389	0.0	0.42	N/A
2	-4.35991618327389	0.0	0.42	N/A
3	-4.35991618327389	0.0	0.42	N/A
4	-4.35991618327389	0.0	0.42	N/A
5	-4.35991618327389	0.0	0.42	N/A
6	-4.35991618327389	0.0	0.42	N/A
7	-4.35991618327389	0.0	0.42	N/A
8	-4.35991618327389	0.0	0.42	N/A
9	-4.35991618327389	0.04	0.42	N/A
10	-4.35991618327389	0.0	0.41	N/A
11	-4.35991618327389	0.0	0.41	N/A
12	-4.35991618327389	0.0	0.41	N/A
13	-4.35991618327389	0.0	0.41	N/A
14	-4.35991618327389	0.0	0.41	N/A
15	-4.35991618327389	0.05	0.41	N/A
16	-4.35991618327389	0.02	0.41	N/A
17	-4.35991618327389	0.33	0.4	N/A
18	-4.35991618327389	0.0	0.4	N/A
19	-4.35991618327389	0.0	0.4	N/A
20	-4.35991618327389	0.0	0.4	N/A
21	-4.35991618327389	0.0	0.4	N/A
22	-4.35991618327389	0.04	0.4	N/A
23	-4.35991618327389	0.0	0.4	N/A
24	-4.11991618863831	0.0	0.27	N/A
25	-4.11991618863831	0.0	0.23	N/A
26	-4.11991618863831	0.4	0.23	N/A
27	-4.11991618863831	0.36	0.23	N/A
28	-4.11991618863831	0.1	0.23	N/A
29	-4.11991618863831	0.0	0.23	N/A
30	-4.11991618863831	0.0	0.23	N/A
31	-4.11991618863831	0.0	0.23	N/A
32	-4.11991618863831	0.0	0.23	N/A
33	-4.11991618863831	0.01	0.23	N/A
34	-4.11991618863831	0.0	0.23	N/A
35	-4.11991618863831	0.0	0.23	N/A
36	-4.11991618863831	0.0	0.23	N/A
37	-4.11991618863831	0.0	0.23	N/A
38	-4.11991618863831	0.0	0.23	N/A
39	-4.11991618863831	0.0	0.23	N/A
40	-4.11991618863831	0.0	0.22	N/A
41	-4.11991618863831	0.0	0.22	N/A
42	-4.11991618863831	0.0	0.22	N/A
43	-4.11991618863831	0.0	0.22	N/A
44	-4.11991618863831	0.0	0.22	N/A
45	-4.11991618863831	0.0	0.22	N/A
46	-4.11991618863831	0.0	0.22	N/A
47	-4.11991618863831	0.0	0.22	N/A
48	-4.339916183720931	0.0	0.35	N/A
49	-4.339916183720931	0.0	0.35	N/A
50	-4.339916183720931	0.08	0.35	N/A
51	-4.339916183720931	0.02	0.34	N/A
52	-4.339916183720931	0.0	0.34	N/A
53	-4.339916183720931	0.0	0.33	N/A
54	-4.339916183720931	0.0	0.33	N/A
55	-4.339916183720931	0.0	0.32	N/A
56	-4.339916183720931	0.07	0.32	N/A
57	-4.339916183720931	0.0	0.32	N/A
58	-4.339916183720931	0.0	0.31	N/A
59	-4.339916183720931	0.0	0.31	N/A
60	-4.339916183720931	0.17	0.31	N/A
61	-4.339916183720931	0.26	0.31	N/A
62	-4.339916183720931	0.31	0.31	N/A
63	-4.339916183720931	0.0	0.31	N/A
64	-4.339916183720931	0.0	0.31	N/A
65	-4.339916183720931	0.0	0.31	N/A
66	-4.339916183720931	0.0	0.3	N/A
67	-4.339916183720931	0.0	0.3	N/A
68	-4.339916183720931	0.21	0.3	N/A
69	-4.339916183720931	0.0	0.3	N/A
70	-4.339916183720931	0.0	0.3	N/A
71	-4.339916183720931	0.0	0.29	N/A
72	-6.769916129406201	0.0	0.29	N/A
73	-6.769916129406201	0.0	0.29	N/A
74	-6.769916129406201	0.0	0.29	N/A
75	-6.769916129406201	0.0	0.29	N/A
76	-6.769916129406201	0.0	0.28	N/A
77	-6.769916129406201	0.07	0.28	N/A
78	-6.769916129406201	0.04	0.28	N/A
79	-6.769916129406201	0.0	0.28	N/A
80	-6.769916129406201	0.0	0.28	N/A
81	-6.769916129406201	0.0	0.28	N/A
82	-6.769916129406201	0.0	0.28	N/A
83	-6.769916129406201	0.0	0.28	N/A
84	-6.769916129406201	0.1	0.28	N/A
85	-6.769916129406201	0.17	0.28	N/A
86	-6.769916129406201	0.2	0.28	N/A
87	-6.769916129406201	0.42	0.28	N/A
88	-6.769916129406201	0.17	0.28	N/A
89	-6.769916129406201	0.01	0.28	N/A
90	-6.769916129406201	0.0	0.27	N/A
91	-6.769916129406201	0.0	0.27	N/A
92	-6.769916129406201	0.0	0.27	N/A
93	-6.769916129406201	0.0	0.27	N/A
94	-6.769916129406201	0.0	0.27	N/A
