step	T	P	Q	Emptymeas
0	-4.10408708444413	0.0	0.04	N/A
1	-4.10408708444413	0.0	0.04	N/A
2	-4.10408708444413	0.0	0.04	N/A
3	-4.10408708444413	0.0	0.04	N/A
4	-4.10408708444413	0.0	0.04	N/A
5	-4.10408708444413	0.0	0.04	N/A
6	-4.10408708444413	0.0	0.04	N/A
7	-4.10408708444413	0.0	0.04	N/A
8	-4.10408708444413	0.0	0.04	N/A
9	-4.10408708444413	0.0	0.04	N/A
10	-4.10408708444413	0.0	0.04	N/A
11	-4.10408708444413	0.0	0.04	N/A
12	-4.10408708444413	0.0	0.04	N/A
13	-4.10408708444413	0.0	0.04	N/A
14	-4.10408708444413	0.0	0.04	N/A
15	-4.10408708444413	0.0	0.04	N/A
16	-4.10408708444413	0.55	0.04	N/A
17	-4.10408708444413	0.36	0.04	N/A
18	-4.10408708444413	0.0	0.04	N/A
19	-4.10408708444413	0.0	0.04	N/A
20	-4.10408708444413	0.0	0.05	N/A
21	-4.10408708444413	0.0	0.05	N/A
22	-4.10408708444413	0.0	0.05	N/A
23	-4.10408708444413	0.0	0.04	N/A
24	-3.06408710768994	0.0	0.04	N/A
25	-3.06408710768994	0.0	0.04	N/A
26	-3.06408710768994	0.02	0.04	N/A
27	-3.06408710768994	0.0	0.04	N/A
28	-3.06408710768994	0.0	0.04	N/A
29	-3.06408710768994	0.05	0.04	N/A
30	-3.06408710768994	0.11	0.04	N/A
31	-3.06408710768994	0.01	0.04	N/A
32	-3.06408710768994	0.0	0.04	N/A
33	-3.06408710768994	0.0	0.04	N/A
34	-3.06408710768994	0.0	0.04	N/A
35	-3.06408710768994	0.0	0.04	N/A
36	-3.06408710768994	0.0	0.04	N/A
37	-3.06408710768994	0.0	0.04	N/A
38	-3.06408710768994	0.0	0.04	N/A
39	-3.06408710768994	0.0	0.04	N/A
40	-3.06408710768994	0.0	0.04	N/A
41	-3.06408710768994	0.0	0.04	N/A
42	-3.06408710768994	0.0	0.04	N/A
43	-3.06408710768994	0.0	0.04	N/A
44	-3.06408710768994	0.0	0.04	N/A
45	-3.06408710768994	0.0	0.04	N/A
46	-3.06408710768994	0.0	0.04	N/A
47	-3.06408710768994	0.0	0.04	N/A
48	-4.67408707170364	0.0	0.04	N/A
49	-4.67408707170364	0.0	0.04	N/A
50	-4.67408707170364	0.0	0.04	N/A
51	-4.67408707170364	0.0	0.04	N/A
52	-4.67408707170364	0.0	0.04	N/A
53	-4.67408707170364	0.0	0.04	N/A
54	-4.67408707170364	0.0	0.04	N/A
55	-4.67408707170364	0.0	0.04	N/A
56	-4.67408707170364	0.0	0.04	N/A
57	-4.67408707170364	0.0	0.04	N/A
58	-4.67408707170364	0.0	0.04	N/A
59	-4.67408707170364	0.0	0.04	N/A
60	-4.67408707170364	0.0	0.04	N/A
61	-4.67408707170364	0.0	0.04	N/A
62	-4.67408707170364	0.0	0.04	N/A
63	-4.67408707170364	0.0	0.04	N/A
64	-4.67408707170364	0.0	0.04	N/A
65	-4.67408707170364	0.0	0.04	N/A
66	-4.67408707170364	0.0	0.04	N/A
67	-4.67408707170364	0.0	0.04	N/A
68	-4.67408707170364	0.0	0.04	N/A
69	-4.67408707170364	0.02	0.04	N/A
70	-4.67408707170364	0.0	0.04	N/A
71	-4.67408707170364	0.0	0.04	N/A
72	-5.32408705717501	0.0	0.04	N/A
73	-5.32408705717501	0.0	0.04	N/A
