step	T	P	Q	Emptymeas
0	0.7982960530105591	0.0	1.15	N/A
1	0.7982960530105591	0.0	1.15	N/A
2	0.7982960530105591	0.0	1.15	N/A
3	0.7982960530105591	0.0	1.15	N/A
4	0.7982960530105591	0.0	1.15	N/A
5	0.7982960530105591	0.0	1.11	N/A
6	0.7982960530105591	0.0	1.11	N/A
7	0.7982960530105591	0.0	1.11	N/A
8	0.7982960530105591	0.0	1.11	N/A
9	0.7982960530105591	0.0	1.11	N/A
10	0.7982960530105591	0.0	1.11	N/A
11	0.7982960530105591	0.0	1.06	N/A
12	0.7982960530105591	0.0	1.06	N/A
13	0.7982960530105591	0.0	1.06	N/A
14	0.7982960530105591	0.0	1.06	N/A
15	0.7982960530105591	0.0	1.06	N/A
16	0.7982960530105591	0.03	1.06	N/A
17	0.7982960530105591	0.0	1.06	N/A
18	0.7982960530105591	0.0	1.06	N/A
19	0.7982960530105591	0.0	1.06	N/A
20	0.7982960530105591	0.0	1.06	N/A
21	0.7982960530105591	0.0	1.02	N/A
22	0.7982960530105591	0.0	1.02	N/A
23	0.7982960530105591	0.0	1.02	N/A
24	0.9417932995892958	0.0	0.98	N/A
25	0.9417932995892958	0.0	0.98	N/A
26	0.9417932995892958	0.0	0.98	N/A
27	0.9417932995892958	0.0	0.98	N/A
28	0.9417932995892958	0.0	0.98	N/A
29	0.9417932995892958	0.0	0.98	N/A
30	0.9417932995892958	0.01	0.94	N/A
31	0.9417932995892958	0.0	0.94	N/A
32	0.9417932995892958	0.0	0.94	N/A
33	0.9417932995892958	0.0	0.9	N/A
34	0.9417932995892958	0.0	0.9	N/A
35	0.9417932995892958	0.0	0.9	N/A
36	0.9417932995892958	0.0	0.86	N/A
37	0.9417932995892958	0.0	0.86	N/A
38	0.9417932995892958	0.0	0.86	N/A
39	0.9417932995892958	0.0	0.86	N/A
40	0.9417932995892958	0.0	0.86	N/A
41	0.9417932995892958	0.0	0.86	N/A
42	0.9417932995892958	0.0	0.82	N/A
43	0.9417932995892958	0.0	0.79	N/A
44	0.9417932995892958	0.0	0.82	N/A
45	0.9417932995892958	0.0	0.82	N/A
46	0.9417932995892958	0.0	0.82	N/A
47	0.9417932995892958	0.0	0.82	N/A
48	-1.3540462716839798	0.0	0.79	N/A
49	-1.3540462716839798	0.0	0.79	N/A
50	-1.3540462716839798	0.0	0.79	N/A
