step	T	P	Q	Emptymeas	CalcC_atrazin_349312	Mstock	Mavail	Munavail	Fapplic	M_to_apply	T_sum	Fapplicgreen	M_green_to_apply
0	-1.93797984	0	0.86	NaN	0	0	0	0	0	0	0	0	0
1	-1.93797984	0	0.82	NaN	11.7932	0	0	0	0	0	0	0	0
2	-1.93797984	0	0.79	NaN	11.7932	0	0	0	0	0	0	0	0
3	-1.93797984	0	0.75	NaN	11.7932	0	0	0	0	0	0	0	0
4	-1.93797984	0	0.72	NaN	11.7932	0	0	0	0	0	0	0	0
5	-1.93797984	0	0.7	NaN	11.7932	0	0	0	0	0	0	0	0
6	-1.93797984	0	0.68	NaN	11.7932	0	0	0	0	0	0	0	0
7	-1.93797984	0	0.66	NaN	11.7932	0	0	0	0	0	0	0	0
8	-1.93797984	0	0.64	NaN	11.7932	0	0	0	0	0	0	0	0
9	-1.93797984	0	0.61	NaN	11.7932	0	0	0	0	0	0	0	0
10	-1.93797984	0	0.59	NaN	11.7932	0	0	0	0	0	0	0	0
11	-1.93797984	0	0.58	NaN	11.7932	0	0	0	0	0	0	0	0
12	-1.93797984	0	0.56	NaN	11.7932	0	0	0	0	0	0	0	0
13	-1.93797984	0	0.54	NaN	11.7932	0	0	0	0	0	0	0	0
14	-1.93797984	0	0.53	NaN	11.7932	0	0	0	0	0	0	0	0
15	-1.93797984	0	0.52	NaN	11.7932	0	0	0	0	0	0	0	0
16	-1.93797984	0	0.51	NaN	11.7932	0	0	0	0	0	0	0	0
17	-1.93797984	0	0.5	NaN	11.7932	0	0	0	0	0	0	0	0
18	-1.93797984	0	0.5	NaN	11.7932	0	0	0	0	0	0	0	0
19	-1.93797984	0	0.49	NaN	11.7932	0	0	0	0	0	0	0	0
20	-1.93797984	0	0.49	NaN	11.7932	0	0	0	0	0	0	0	0
21	-1.93797984	0	0.48	NaN	11.7932	0	0	0	0	0	0	0	0
22	-1.93797984	0	0.48	NaN	11.7932	0	0	0	0	0	0	0	0
23	-1.93797984	0	0.48	NaN	11.7932	0	0	0	0	0	0	0	0
24	-0.739540302	0	0.47	NaN	11.7932	0	0	0	0	0	0	0	0
25	-0.739540302	0	0.47	NaN	11.7932	0	0	0	0	0	0	0	0
26	-0.739540302	0	0.47	NaN	11.7932	0	0	0	0	0	0	0	0
27	-0.739540302	0	0.47	NaN	11.7932	0	0	0	0	0	0	0	0
28	-0.739540302	0	0.47	NaN	11.7932	0	0	0	0	0	0	0	0
