step	T	P	Q	Emptymeas
0	-3.90661420068081	0.0	0.12	N/A
1	-3.90661420068081	0.0	0.12	N/A
2	-3.90661420068081	0.0	0.12	N/A
3	-3.90661420068081	0.0	0.11	N/A
4	-3.90661420068081	0.0	0.11	N/A
5	-3.90661420068081	0.0	0.11	N/A
6	-3.90661420068081	0.0	0.11	N/A
7	-3.90661420068081	0.0	0.11	N/A
8	-3.90661420068081	0.0	0.1	N/A
9	-3.90661420068081	0.0	0.1	N/A
10	-3.90661420068081	0.0	0.1	N/A
11	-3.90661420068081	0.0	0.09	N/A
12	-3.90661420068081	0.0	0.1	N/A
13	-3.90661420068081	0.0	0.09	N/A
14	-3.90661420068081	0.0	0.09	N/A
15	-3.90661420068081	0.0	0.09	N/A
16	-3.90661420068081	0.0	0.09	N/A
17	-3.90661420068081	0.0	0.09	N/A
18	-3.90661420068081	0.0	0.08	N/A
19	-3.90661420068081	0.0	0.08	N/A
20	-3.90661420068081	0.0	0.08	N/A
21	-3.90661420068081	0.0	0.08	N/A
22	-3.90661420068081	0.0	0.07	N/A
23	-3.90661420068081	0.09	0.07	N/A
24	-3.8466142020219203	0.0	0.07	N/A
25	-3.8466142020219203	0.1	0.07	N/A
26	-3.8466142020219203	0.64	0.07	N/A
27	-3.8466142020219203	0.31	0.07	N/A
28	-3.8466142020219203	0.1	0.07	N/A
29	-3.8466142020219203	0.0	0.07	N/A
30	-3.8466142020219203	0.0	0.07	N/A
31	-3.8466142020219203	0.0	0.07	N/A
32	-3.8466142020219203	0.0	0.07	N/A
33	-3.8466142020219203	0.0	0.07	N/A
34	-3.8466142020219203	0.0	0.07	N/A
35	-3.8466142020219203	0.0	0.06	N/A
36	-3.8466142020219203	0.0	0.06	N/A
37	-3.8466142020219203	0.0	0.06	N/A
38	-3.8466142020219203	0.0	0.06	N/A
39	-3.8466142020219203	0.0	0.06	N/A
40	-3.8466142020219203	0.0	0.06	N/A
41	-3.8466142020219203	0.0	0.06	N/A
42	-3.8466142020219203	0.0	0.06	N/A
43	-3.8466142020219203	0.0	0.06	N/A
44	-3.8466142020219203	0.0	0.06	N/A
45	-3.8466142020219203	0.0	0.06	N/A
46	-3.8466142020219203	0.0	0.06	N/A
47	-3.8466142020219203	0.0	0.05	N/A
48	-3.89661420090433	0.0	0.05	N/A
49	-3.89661420090433	0.0	0.05	N/A
50	-3.89661420090433	0.0	0.05	N/A
51	-3.89661420090433	0.0	0.05	N/A
52	-3.89661420090433	0.0	0.05	N/A
53	-3.89661420090433	0.0	0.05	N/A
54	-3.89661420090433	0.0	0.05	N/A
55	-3.89661420090433	0.0	0.05	N/A
56	-3.89661420090433	0.1	0.05	N/A
57	-3.89661420090433	0.0	0.05	N/A
58	-3.89661420090433	0.0	0.05	N/A
59	-3.89661420090433	0.0	0.05	N/A
60	-3.89661420090433	0.44	0.05	N/A
61	-3.89661420090433	0.42	0.05	N/A
62	-3.89661420090433	0.0	0.05	N/A
63	-3.89661420090433	0.0	0.05	N/A
64	-3.89661420090433	0.0	0.05	N/A
65	-3.89661420090433	0.0	0.05	N/A
66	-3.89661420090433	0.0	0.05	N/A
67	-3.89661420090433	0.0	0.05	N/A
68	-3.89661420090433	0.0	0.05	N/A
69	-3.89661420090433	0.0	0.05	N/A
70	-3.89661420090433	0.0	0.05	N/A
71	-3.89661420090433	0.0	0.05	N/A
72	-6.086614151954009	0.0	0.05	N/A
73	-6.086614151954009	0.0	0.05	N/A
74	-6.086614151954009	0.0	0.05	N/A
75	-6.086614151954009	0.0	0.05	N/A
76	-6.086614151954009	0.0	0.05	N/A
77	-6.086614151954009	0.0	0.05	N/A
78	-6.086614151954009	0.0	0.05	N/A
79	-6.086614151954009	0.0	0.05	N/A
80	-6.086614151954009	0.0	0.05	N/A
81	-6.086614151954009	0.0	0.05	N/A
82	-6.086614151954009	0.0	0.05	N/A
83	-6.086614151954009	0.13	0.05	N/A
84	-6.086614151954009	0.77	0.05	N/A
85	-6.086614151954009	0.0	0.05	N/A
86	-6.086614151954009	0.0	0.05	N/A
87	-6.086614151954009	0.0	0.05	N/A
88	-6.086614151954009	0.0	0.05	N/A
89	-6.086614151954009	0.0	0.05	N/A
90	-6.086614151954009	0.0	0.05	N/A
91	-6.086614151954009	0.0	0.05	N/A
92	-6.086614151954009	0.0	0.05	N/A
93	-6.086614151954009	0.0	0.05	N/A
94	-6.086614151954009	0.0	0.05	N/A
95	-6.086614151954009	0.0	0.05	N/A
96	-6.086614151954009	0.0	0.05	N/A
97	-6.086614151954009	0.0	0.05	N/A
98	-6.086614151954009	0.0	0.05	N/A
99	-6.086614151954009	0.0	0.05	N/A
100	-6.086614151954009	0.0	0.05	N/A
101	-6.086614151954009	0.0	0.05	N/A
102	-6.086614151954009	0.0	0.05	N/A
103	-6.086614151954009	0.0	0.05	N/A
104	-6.086614151954009	0.0	0.05	N/A
105	-6.086614151954009	0.0	0.05	N/A
106	-6.086614151954009	0.0	0.05	N/A
107	-6.086614151954009	0.0	0.05	N/A
