step	T	P	Q	Emptymeas	CalcC_atrazin_343337	Mstock	Mavail	Munavail	Fapplic	M_to_apply	T_sum	Fapplicgreen	M_green_to_apply
0	-2.54704735	0	0.33	NaN	0	0	0	0	0	0	0	0	0
1	-2.54704735	0	0.33	NaN	11.7932	0	0	0	0	0	0	0	0
2	-2.54704735	0	0.33	NaN	11.7932	0	0	0	0	0	0	0	0
3	-2.54704735	0	0.32	NaN	11.7932	0	0	0	0	0	0	0	0
4	-2.54704735	0	0.32	NaN	11.7932	0	0	0	0	0	0	0	0
5	-2.54704735	0	0.31	NaN	11.7932	0	0	0	0	0	0	0	0
6	-2.54704735	0	0.31	NaN	11.7932	0	0	0	0	0	0	0	0
7	-2.54704735	0	0.3	NaN	11.7932	0	0	0	0	0	0	0	0
8	-2.54704735	0	0.3	NaN	11.7932	0	0	0	0	0	0	0	0
9	-2.54704735	0	0.29	NaN	11.7932	0	0	0	0	0	0	0	0
10	-2.54704735	0	0.29	NaN	11.7932	0	0	0	0	0	0	0	0
11	-2.54704735	0	0.29	NaN	11.7932	0	0	0	0	0	0	0	0
12	-2.54704735	0	0.28	NaN	11.7932	0	0	0	0	0	0	0	0
13	-2.54704735	0	0.28	NaN	11.7932	0	0	0	0	0	0	0	0
14	-2.54704735	0	0.27	NaN	11.7932	0	0	0	0	0	0	0	0
15	-2.54704735	0	0.27	NaN	11.7932	0	0	0	0	0	0	0	0
16	-2.54704735	0	0.26	NaN	11.7932	0	0	0	0	0	0	0	0
17	-2.54704735	0	0.26	NaN	11.7932	0	0	0	0	0	0	0	0
18	-2.54704735	0	0.26	NaN	11.7932	0	0	0	0	0	0	0	0
19	-2.54704735	0	0.25	NaN	11.7932	0	0	0	0	0	0	0	0
20	-2.54704735	0	0.25	NaN	11.7932	0	0	0	0	0	0	0	0
21	-2.54704735	0	0.24	NaN	11.7932	0	0	0	0	0	0	0	0
22	-2.54704735	0	0.24	NaN	11.7932	0	0	0	0	0	0	0	0
23	-2.54704735	0	0.23	NaN	11.7932	0	0	0	0	0	0	0	0
24	-2.12936417	0	0.23	NaN	11.7932	0	0	0	0	0	0	0	0
25	-2.12936417	0	0.23	NaN	11.7932	0	0	0	0	0	0	0	0
26	-2.12936417	0	0.22	NaN	11.7932	0	0	0	0	0	0	0	0
27	-2.12936417	0	0.22	NaN	11.7932	0	0	0	0	0	0	0	0
28	-2.12936417	0	0.22	NaN	11.7932	0	0	0	0	0	0	0	0
29	-2.12936417	0	0.21	NaN	11.7932	0	0	0	0	0	0	0	0
30	-2.12936417	0	0.21	NaN	11.7932	0	0	0	0	0	0	0	0
31	-2.12936417	0	0.21	NaN	11.7932	0	0	0	0	0	0	0	0
32	-2.12936417	0	0.21	NaN	11.7932	0	0	0	0	0	0	0	0
33	-2.12936417	0	0.2	NaN	11.7932	0	0	0	0	0	0	0	0
34	-2.12936417	0	0.2	NaN	11.7932	0	0	0	0	0	0	0	0
35	-2.12936417	0	0.2	NaN	11.7932	0	0	0	0	0	0	0	0
36	-2.12936417	0	0.2	NaN	11.7932	0	0	0	0	0	0	0	0
37	-2.12936417	0	0.19	NaN	11.7932	0	0	0	0	0	0	0	0
38	-2.12936417	0	0.19	NaN	11.7932	0	0	0	0	0	0	0	0
39	-2.12936417	0	0.19	NaN	11.7932	0	0	0	0	0	0	0	0
40	-2.12936417	0	0.18	NaN	11.7932	0	0	0	0	0	0	0	0
41	-2.12936417	0	0.18	NaN	11.7932	0	0	0	0	0	0	0	0
42	-2.12936417	0	0.18	NaN	11.7932	0	0	0	0	0	0	0	0
43	-2.12936417	0	0.18	NaN	11.7932	0	0	0	0	0	0	0	0
44	-2.12936417	0	0.17	NaN	11.7932	0	0	0	0	0	0	0	0
45	-2.12936417	0	0.17	NaN	11.7932	0	0	0	0	0	0	0	0
46	-2.12936417	0	0.17	NaN	11.7932	0	0	0	0	0	0	0	0
47	-2.12936417	0	0.16	NaN	11.7932	0	0	0	0	0	0	0	0
48	-6.27278265	0	0.16	NaN	11.7932	0	0	0	0	0.00766039553	0	0	0
49	-6.27278265	0	0.16	NaN	11.7932	0	0	0	0	0.010506163	0	0	0
50	-6.27278265	0	0.16	NaN	11.7932	0	0	0	0	0.0115636555	0	0	0
51	-6.27278265	0	0.16	NaN	11.7932	0	0	0	0	0.011956586	0	0	0
52	-6.27278265	0	0.16	NaN	11.7932	0	0	0	0	0.0121027127	0	0	0
53	-6.27278265	0	0.16	NaN	11.7932	0	0	0	0	0.0121574423	0	0	0
54	-6.27278265	0	0.16	NaN	11.7932	0	0	0	0	0.0121779643	0	0	0
55	-6.27278265	0	0.16	NaN	11.7932	0	0	0	0	0.0121856619	0	0	0
56	-6.27278265	0	0.15	NaN	11.7932	0	0	0	0	0.0121882363	0	0	0
57	-6.27278265	0	0.15	NaN	11.7932	0	0	0	0	0.0121895109	0	0	0
58	-6.27278265	0	0.15	NaN	11.7932	0	0	0	0	0.0121899944	0	0	0
59	-6.27278265	0	0.15	NaN	11.7932	0	0	0	0	0.0121901776	0	0	0
60	-6.27278265	0.12	0.15	NaN	11.7932	0	0	0	0	0.0121902466	0	0	0
61	-6.27278265	0	0.15	NaN	11.7932	0	0	0	0	0.0121902724	0	0	0
62	-6.27278265	0	0.15	NaN	11.7932	0	0	0	0	0.012190282	0	0	0
63	-6.27278265	0	0.15	NaN	11.7932	0	0	0	0	0.0121902856	0	0	0
64	-6.27278265	0	0.15	NaN	11.7932	0	0	0	0	0.0121902869	0	0	0
65	-6.27278265	0	0.15	NaN	11.7932	0	0	0	0	0.0121902873	0	0	0
66	-6.27278265	0	0.15	NaN	11.7932	0	0	0	0	0.0121902875	0	0	0
67	-6.27278265	0	0.15	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
68	-6.27278265	0	0.14	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
69	-6.27278265	0	0.14	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
70	-6.27278265	0	0.14	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
71	-6.27278265	0	0.14	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
72	-7.18997771	0	0.14	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
73	-7.18997771	0	0.14	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
74	-7.18997771	0	0.14	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
75	-7.18997771	0	0.14	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
76	-7.18997771	0	0.14	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
77	-7.18997771	0	0.14	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
78	-7.18997771	0	0.14	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
79	-7.18997771	0	0.14	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
80	-7.18997771	0	0.13	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
81	-7.18997771	0	0.13	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
82	-7.18997771	0	0.13	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
83	-7.18997771	0	0.13	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
84	-7.18997771	0	0.13	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
85	-7.18997771	0	0.13	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
86	-7.18997771	0	0.13	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
87	-7.18997771	0	0.13	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
88	-7.18997771	0	0.13	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
89	-7.18997771	0	0.13	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
90	-7.18997771	0	0.13	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
91	-7.18997771	0	0.13	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
92	-7.18997771	0	0.13	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
93	-7.18997771	0	0.12	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
94	-7.18997771	0	0.12	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
95	-7.18997771	0	0.12	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
96	-5.54290239	0	0.12	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
97	-5.54290239	0	0.12	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
98	-5.54290239	0	0.12	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
99	-5.54290239	0	0.12	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
100	-5.54290239	0	0.12	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
101	-5.54290239	0	0.12	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
102	-5.54290239	0	0.12	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
103	-5.54290239	0	0.12	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
104	-5.54290239	0	0.12	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
105	-5.54290239	0	0.12	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
106	-5.54290239	0	0.12	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
107	-5.54290239	0	0.12	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
108	-5.54290239	0	0.12	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
109	-5.54290239	0	0.12	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
110	-5.54290239	0	0.12	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
111	-5.54290239	0	0.12	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
112	-5.54290239	0	0.12	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
113	-5.54290239	0	0.12	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
114	-5.54290239	0	0.12	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
115	-5.54290239	0.07	0.12	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
116	-5.54290239	0	0.11	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
117	-5.54290239	0	0.11	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
118	-5.54290239	0	0.11	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
119	-5.54290239	0	0.11	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
120	-4.02192561	0	0.11	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
121	-4.02192561	0	0.11	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
122	-4.02192561	0	0.11	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
123	-4.02192561	0	0.11	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
124	-4.02192561	0	0.11	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
125	-4.02192561	0	0.11	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
126	-4.02192561	0	0.11	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
127	-4.02192561	0	0.11	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
128	-4.02192561	0	0.11	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
129	-4.02192561	0	0.11	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
130	-4.02192561	0	0.11	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
131	-4.02192561	0	0.11	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
132	-4.02192561	0	0.11	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
133	-4.02192561	0	0.11	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
134	-4.02192561	0	0.11	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
135	-4.02192561	0	0.11	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
136	-4.02192561	0	0.11	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
137	-4.02192561	0	0.11	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
138	-4.02192561	0	0.11	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
139	-4.02192561	0	0.11	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
140	-4.02192561	0	0.11	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
141	-4.02192561	0	0.11	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
142	-4.02192561	0	0.11	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
143	-4.02192561	0	0.11	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
144	-4.34168157	0	0.11	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
145	-4.34168157	0	0.11	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
146	-4.34168157	0	0.11	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
147	-4.34168157	0	0.1	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
148	-4.34168157	0	0.1	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
149	-4.34168157	0	0.1	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
150	-4.34168157	0	0.1	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
151	-4.34168157	0	0.1	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
152	-4.34168157	0	0.1	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
153	-4.34168157	0	0.1	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
154	-4.34168157	0	0.1	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
155	-4.34168157	0	0.1	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
156	-4.34168157	0	0.1	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
157	-4.34168157	0	0.1	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
158	-4.34168157	0	0.1	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
159	-4.34168157	0	0.1	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
160	-4.34168157	0	0.1	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
161	-4.34168157	0	0.1	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
162	-4.34168157	0	0.1	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
163	-4.34168157	0	0.1	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
164	-4.34168157	0	0.1	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
165	-4.34168157	0	0.1	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
166	-4.34168157	0	0.1	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
167	-4.34168157	0	0.1	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
168	-4.71168165	0	0.1	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
169	-4.71168165	0	0.1	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
170	-4.71168165	0	0.1	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
171	-4.71168165	0	0.1	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
172	-4.71168165	0	0.1	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
173	-4.71168165	0	0.1	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
174	-4.71168165	0	0.1	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
175	-4.71168165	0	0.1	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
176	-4.71168165	0	0.1	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
177	-4.71168165	0	0.1	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
178	-4.71168165	0	0.1	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
179	-4.71168165	0	0.1	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
180	-4.71168165	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
181	-4.71168165	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
182	-4.71168165	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
183	-4.71168165	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
184	-4.71168165	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
185	-4.71168165	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
186	-4.71168165	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
187	-4.71168165	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
188	-4.71168165	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
189	-4.71168165	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
190	-4.71168165	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
191	-4.71168165	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
192	-3.88680353	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
193	-3.88680353	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
194	-3.88680353	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
195	-3.88680353	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
196	-3.88680353	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
197	-3.88680353	0.1	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
198	-3.88680353	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
199	-3.88680353	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
200	-3.88680353	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
201	-3.88680353	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
202	-3.88680353	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
203	-3.88680353	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
204	-3.88680353	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
205	-3.88680353	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
206	-3.88680353	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
207	-3.88680353	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
208	-3.88680353	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
209	-3.88680353	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
210	-3.88680353	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
211	-3.88680353	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
212	-3.88680353	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
213	-3.88680353	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
214	-3.88680353	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
215	-3.88680353	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
216	-3.31448649	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
217	-3.31448649	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
218	-3.31448649	0.04	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
219	-3.31448649	0.17	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
220	-3.31448649	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
221	-3.31448649	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
222	-3.31448649	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
223	-3.31448649	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
224	-3.31448649	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
225	-3.31448649	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
226	-3.31448649	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
227	-3.31448649	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
228	-3.31448649	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
229	-3.31448649	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
230	-3.31448649	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
231	-3.31448649	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
232	-3.31448649	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
233	-3.31448649	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
234	-3.31448649	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
235	-3.31448649	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
236	-3.31448649	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
237	-3.31448649	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
238	-3.31448649	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
239	-3.31448649	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
240	-3.05424232	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
241	-3.05424232	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
242	-3.05424232	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
243	-3.05424232	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
244	-3.05424232	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
245	-3.05424232	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
246	-3.05424232	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
247	-3.05424232	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
248	-3.05424232	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
249	-3.05424232	0.03	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
250	-3.05424232	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
251	-3.05424232	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
252	-3.05424232	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
253	-3.05424232	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
254	-3.05424232	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
255	-3.05424232	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
256	-3.05424232	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
257	-3.05424232	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
258	-3.05424232	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
259	-3.05424232	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
260	-3.05424232	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
261	-3.05424232	0.01	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
262	-3.05424232	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
263	-3.05424232	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
264	-3.51643512	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
265	-3.51643512	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
266	-3.51643512	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
267	-3.51643512	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
268	-3.51643512	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
269	-3.51643512	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
270	-3.51643512	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
271	-3.51643512	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
272	-3.51643512	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
273	-3.51643512	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
274	-3.51643512	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
275	-3.51643512	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
276	-3.51643512	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
277	-3.51643512	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
278	-3.51643512	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
279	-3.51643512	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
280	-3.51643512	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
281	-3.51643512	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
282	-3.51643512	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
283	-3.51643512	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
284	-3.51643512	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
285	-3.51643512	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
286	-3.51643512	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
287	-3.51643512	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
288	-0.653997679	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
289	-0.653997679	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
