step	T	P	Q	Emptymeas
0	-3.52123777474554	0.0	0.43	N/A
1	-3.52123777474554	0.0	0.42	N/A
2	-3.52123777474554	0.0	0.41	N/A
3	-3.52123777474554	0.0	0.41	N/A
4	-3.52123777474554	0.0	0.4	N/A
5	-3.52123777474554	0.0	0.39	N/A
6	-3.52123777474554	0.0	0.38	N/A
7	-3.52123777474554	0.04	0.37	N/A
8	-3.52123777474554	0.0	0.37	N/A
9	-3.52123777474554	0.0	0.36	N/A
10	-3.52123777474554	0.0	0.36	N/A
11	-3.52123777474554	0.0	0.36	N/A
12	-3.52123777474554	0.0	0.37	N/A
13	-3.52123777474554	0.0	0.37	N/A
14	-3.52123777474554	0.04	0.37	N/A
15	-3.52123777474554	0.03	0.36	N/A
16	-3.52123777474554	0.11	0.35	N/A
17	-3.52123777474554	0.0	0.35	N/A
18	-3.52123777474554	0.0	0.35	N/A
19	-3.52123777474554	0.0	0.34	N/A
20	-3.52123777474554	0.0	0.34	N/A
21	-3.52123777474554	0.0	0.34	N/A
22	-3.52123777474554	0.0	0.32	N/A
23	-3.52123777474554	0.0	0.31	N/A
24	-3.1712377825686495	0.0	0.35	N/A
25	-3.1712377825686495	0.02	0.35	N/A
26	-3.1712377825686495	0.24	0.34	N/A
27	-3.1712377825686495	0.2	0.34	N/A
28	-3.1712377825686495	0.0	0.34	N/A
29	-3.1712377825686495	0.0	0.34	N/A
30	-3.1712377825686495	0.0	0.33	N/A
31	-3.1712377825686495	0.0	0.32	N/A
32	-3.1712377825686495	0.0	0.32	N/A
33	-3.1712377825686495	0.0	0.31	N/A
34	-3.1712377825686495	0.0	0.31	N/A
35	-3.1712377825686495	0.0	0.31	N/A
36	-3.1712377825686495	0.0	0.31	N/A
37	-3.1712377825686495	0.0	0.29	N/A
38	-3.1712377825686495	0.0	0.29	N/A
39	-3.1712377825686495	0.0	0.29	N/A
40	-3.1712377825686495	0.0	0.27	N/A
41	-3.1712377825686495	0.0	0.24	N/A
42	-3.1712377825686495	0.0	0.24	N/A
43	-3.1712377825686495	0.0	0.23	N/A
44	-3.1712377825686495	0.0	0.23	N/A
45	-3.1712377825686495	0.0	0.23	N/A
46	-3.1712377825686495	0.0	0.23	N/A
