step	T	P	Q	Emptymeas	CalcC_atrazin_340355	Mstock	Mavail	Munavail	Fapplic	M_to_apply	T_sum	Fapplicgreen	M_green_to_apply
0	-1.18193101	0	0.22	NaN	0	0	0	0	0	0	0	0	0
1	-1.18193101	0	0.22	NaN	11.7932	0	0	0	0	0	0	0	0
2	-1.18193101	0	0.22	NaN	11.7932	0	0	0	0	0	0	0	0
3	-1.18193101	0	0.22	NaN	11.7932	0	0	0	0	0	0	0	0
4	-1.18193101	0	0.21	NaN	11.7932	0	0	0	0	0	0	0	0
5	-1.18193101	0	0.21	NaN	11.7932	0	0	0	0	0	0	0	0
6	-1.18193101	0	0.21	NaN	11.7932	0	0	0	0	0	0	0	0
7	-1.18193101	0	0.21	NaN	11.7932	0	0	0	0	0	0	0	0
8	-1.18193101	0	0.2	NaN	11.7932	0	0	0	0	0	0	0	0
9	-1.18193101	0	0.2	NaN	11.7932	0	0	0	0	0	0	0	0
10	-1.18193101	0	0.2	NaN	11.7932	0	0	0	0	0	0	0	0
11	-1.18193101	0	0.2	NaN	11.7932	0	0	0	0	0	0	0	0
12	-1.18193101	0	0.19	NaN	11.7932	0	0	0	0	0	0	0	0
13	-1.18193101	0	0.19	NaN	11.7932	0	0	0	0	0	0	0	0
14	-1.18193101	0	0.19	NaN	11.7932	0	0	0	0	0	0	0	0
15	-1.18193101	0	0.19	NaN	11.7932	0	0	0	0	0	0	0	0
16	-1.18193101	0	0.18	NaN	11.7932	0	0	0	0	0	0	0	0
17	-1.18193101	0	0.19	NaN	11.7932	0	0	0	0	0	0	0	0
18	-1.18193101	0	0.18	NaN	11.7932	0	0	0	0	0	0	0	0
19	-1.18193101	0	0.18	NaN	11.7932	0	0	0	0	0	0	0	0
20	-1.18193101	0	0.18	NaN	11.7932	0	0	0	0	0	0	0	0
21	-1.18193101	0	0.18	NaN	11.7932	0	0	0	0	0	0	0	0
22	-1.18193101	0	0.18	NaN	11.7932	0	0	0	0	0	0	0	0
23	-1.18193101	0	0.18	NaN	11.7932	0	0	0	0	0	0	0	0
24	-0.27193103	0	0.17	NaN	11.7932	0	0	0	0	0	0	0	0
25	-0.27193103	0	0.17	NaN	11.7932	0	0	0	0	0	0	0	0
26	-0.27193103	0	0.17	NaN	11.7932	0	0	0	0	0	0	0	0
27	-0.27193103	0	0.17	NaN	11.7932	0	0	0	0	0	0	0	0
28	-0.27193103	0	0.16	NaN	11.7932	0	0	0	0	0	0	0	0
29	-0.27193103	0	0.16	NaN	11.7932	0	0	0	0	0	0	0	0
30	-0.27193103	0	0.16	NaN	11.7932	0	0	0	0	0	0	0	0
31	-0.27193103	0	0.16	NaN	11.7932	0	0	0	0	0	0	0	0
32	-0.27193103	0	0.16	NaN	11.7932	0	0	0	0	0	0	0	0
33	-0.27193103	0	0.16	NaN	11.7932	0	0	0	0	0	0	0	0
34	-0.27193103	0	0.15	NaN	11.7932	0	0	0	0	0	0	0	0
35	-0.27193103	0	0.15	NaN	11.7932	0	0	0	0	0	0	0	0
36	-0.27193103	0	0.15	NaN	11.7932	0	0	0	0	0	0	0	0
37	-0.27193103	0	0.15	NaN	11.7932	0	0	0	0	0	0	0	0
38	-0.27193103	0	0.15	NaN	11.7932	0	0	0	0	0	0	0	0
39	-0.27193103	0	0.14	NaN	11.7932	0	0	0	0	0	0	0	0
40	-0.27193103	0	0.14	NaN	11.7932	0	0	0	0	0	0	0	0
41	-0.27193103	0	0.14	NaN	11.7932	0	0	0	0	0	0	0	0
42	-0.27193103	0	0.14	NaN	11.7932	0	0	0	0	0	0	0	0
43	-0.27193103	0	0.14	NaN	11.7932	0	0	0	0	0	0	0	0
44	-0.27193103	0	0.14	NaN	11.7932	0	0	0	0	0	0	0	0
45	-0.27193103	0	0.13	NaN	11.7932	0	0	0	0	0	0	0	0
46	-0.27193103	0	0.13	NaN	11.7932	0	0	0	0	0	0	0	0
47	-0.27193103	0	0.13	NaN	11.7932	0	0	0	0	0	0	0	0
48	-4.80193093	0	0.13	NaN	11.7932	0	0	0	0	0	0	0	0
49	-4.80193093	0	0.12	NaN	11.7932	0	0	0	0	0	0	0	0
50	-4.80193093	0.05	0.12	NaN	11.7932	0	0	0	0	0	0	0	0
51	-4.80193093	0	0.12	NaN	11.7932	0	0	0	0	0	0	0	0
52	-4.80193093	0	0.13	NaN	11.7932	0	0	0	0	0	0	0	0
53	-4.80193093	0	0.12	NaN	11.7932	0	0	0	0	0	0	0	0
54	-4.80193093	0	0.12	NaN	11.7932	0	0	0	0	0	0	0	0
55	-4.80193093	0	0.12	NaN	11.7932	0	0	0	0	0	0	0	0
56	-4.80193093	0	0.12	NaN	11.7932	0	0	0	0	0	0	0	0
57	-4.80193093	0	0.12	NaN	11.7932	0	0	0	0	0	0	0	0
58	-4.80193093	0.1	0.11	NaN	11.7932	0	0	0	0	0	0	0	0
59	-4.80193093	0	0.11	NaN	11.7932	0	0	0	0	0	0	0	0
60	-4.80193093	0	0.11	NaN	11.7932	0	0	0	0	0	0	0	0
61	-4.80193093	0	0.11	NaN	11.7932	0	0	0	0	0	0	0	0
62	-4.80193093	0	0.11	NaN	11.7932	0	0	0	0	0	0	0	0
63	-4.80193093	0	0.11	NaN	11.7932	0	0	0	0	0	0	0	0
64	-4.80193093	0	0.11	NaN	11.7932	0	0	0	0	0	0	0	0
65	-4.80193093	0	0.1	NaN	11.7932	0	0	0	0	0	0	0	0
66	-4.80193093	0	0.09	NaN	11.7932	0	0	0	0	0	0	0	0
67	-4.80193093	0	0.1	NaN	11.7932	0	0	0	0	0	0	0	0
68	-4.80193093	0	0.1	NaN	11.7932	0	0	0	0	0	0	0	0
69	-4.80193093	0	0.1	NaN	11.7932	0	0	0	0	0	0	0	0
70	-4.80193093	0	0.1	NaN	11.7932	0	0	0	0	0	0	0	0
71	-4.80193093	0	0.1	NaN	11.7932	0	0	0	0	0	0	0	0
72	-6.2319309	0	0.1	NaN	11.7932	0	0	0	0	0.00766039692	0	0	0
73	-6.2319309	0	0.09	NaN	11.7932	0	0	0	0	0.0105061631	0	0	0
74	-6.2319309	0	0.09	NaN	11.7932	0	0	0	0	0.0115636554	0	0	0
75	-6.2319309	0	0.09	NaN	11.7932	0	0	0	0	0.0119565836	0	0	0
76	-6.2319309	0	0.09	NaN	11.7932	0	0	0	0	0.0121026777	0	0	0
77	-6.2319309	0	0.09	NaN	11.7932	0	0	0	0	0.0121572344	0	0	0
78	-6.2319309	0	0.09	NaN	11.7932	0	0	0	0	0.0121777803	0	0	0
79	-6.2319309	0	0.09	NaN	11.7932	0	0	0	0	0.0121855508	0	0	0
80	-6.2319309	0	0.09	NaN	11.7932	0	0	0	0	0.0121884928	0	0	0
81	-6.2319309	0	0.09	NaN	11.7932	0	0	0	0	0.0121896073	0	0	0
82	-6.2319309	0	0.09	NaN	11.7932	0	0	0	0	0.0121900116	0	0	0
83	-6.2319309	0	0.08	NaN	11.7932	0	0	0	0	0.0121902152	0	0	0
84	-6.2319309	0	0.08	NaN	11.7932	0	0	0	0	0.0121902692	0	0	0
85	-6.2319309	0	0.09	NaN	11.7932	0	0	0	0	0.012190283	0	0	0
86	-6.2319309	0	0.09	NaN	11.7932	0	0	0	0	0.0121902865	0	0	0
87	-6.2319309	0	0.08	NaN	11.7932	0	0	0	0	0.0121902873	0	0	0
88	-6.2319309	0	0.08	NaN	11.7932	0	0	0	0	0.0121902875	0	0	0
89	-6.2319309	0	0.09	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
90	-6.2319309	0	0.08	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
91	-6.2319309	0	0.08	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
92	-6.2319309	0	0.08	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
93	-6.2319309	0	0.08	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
94	-6.2319309	0	0.08	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
95	-6.2319309	0	0.07	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
96	-5.68193091	0	0.08	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
97	-5.68193091	0	0.08	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
98	-5.68193091	0	0.07	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
99	-5.68193091	0	0.07	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
100	-5.68193091	0	0.07	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
101	-5.68193091	0	0.07	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
102	-5.68193091	0	0.07	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
103	-5.68193091	0	0.07	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
104	-5.68193091	0	0.07	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
105	-5.68193091	0	0.07	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
106	-5.68193091	0	0.07	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
107	-5.68193091	0	0.06	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
108	-5.68193091	0	0.07	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
109	-5.68193091	0	0.06	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
110	-5.68193091	0	0.06	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
111	-5.68193091	0	0.06	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
112	-5.68193091	0	0.06	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
113	-5.68193091	0	0.06	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
114	-5.68193091	0	0.06	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
115	-5.68193091	0	0.06	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
116	-5.68193091	0	0.06	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
117	-5.68193091	0	0.06	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
118	-5.68193091	0	0.06	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
119	-5.68193091	0	0.06	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
120	-2.74193098	0	0.06	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
121	-2.74193098	0	0.06	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
122	-2.74193098	0	0.06	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
123	-2.74193098	0	0.06	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
124	-2.74193098	0	0.06	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
125	-2.74193098	0	0.06	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
126	-2.74193098	0	0.06	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
127	-2.74193098	0	0.06	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
128	-2.74193098	0	0.07	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
129	-2.74193098	0	0.06	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
130	-2.74193098	0	0.06	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
131	-2.74193098	0	0.06	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
132	-2.74193098	0	0.06	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
133	-2.74193098	0	0.06	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
134	-2.74193098	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
135	-2.74193098	0	0.06	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
136	-2.74193098	0	0.06	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
137	-2.74193098	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
138	-2.74193098	0	0.06	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
139	-2.74193098	0.1	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
140	-2.74193098	0.1	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
141	-2.74193098	0	0.06	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
142	-2.74193098	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
143	-2.74193098	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
144	-3.14193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
145	-3.14193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
146	-3.14193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
147	-3.14193097	0	0.06	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
148	-3.14193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
149	-3.14193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
150	-3.14193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
151	-3.14193097	0	0.06	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
152	-3.14193097	0	0.06	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
153	-3.14193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
154	-3.14193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
155	-3.14193097	0.05	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
156	-3.14193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
157	-3.14193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
158	-3.14193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
159	-3.14193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
160	-3.14193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
161	-3.14193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
162	-3.14193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
163	-3.14193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
164	-3.14193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
165	-3.14193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
166	-3.14193097	0	0.04	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
167	-3.14193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
168	-2.92193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
169	-2.92193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
170	-2.92193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
171	-2.92193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
172	-2.92193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
173	-2.92193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
174	-2.92193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
175	-2.92193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
176	-2.92193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
177	-2.92193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
178	-2.92193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
179	-2.92193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
180	-2.92193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
181	-2.92193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
182	-2.92193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
183	-2.92193097	0	0.04	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
184	-2.92193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
185	-2.92193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
186	-2.92193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
187	-2.92193097	0	0.04	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
188	-2.92193097	0	0.04	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
189	-2.92193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
190	-2.92193097	0	0.04	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
191	-2.92193097	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
192	-1.92193099	0	0.04	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
193	-1.92193099	0	0.04	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
194	-1.92193099	0	0.04	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
195	-1.92193099	0	0.04	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
196	-1.92193099	0.07	0.04	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
197	-1.92193099	0.1	0.04	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
198	-1.92193099	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
199	-1.92193099	0.1	0.04	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
200	-1.92193099	0	0.04	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
201	-1.92193099	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
202	-1.92193099	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
203	-1.92193099	0	0.04	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
204	-1.92193099	0	0.04	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
205	-1.92193099	0	0.04	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
206	-1.92193099	0	0.04	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
207	-1.92193099	0	0.04	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
208	-1.92193099	0	0.04	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
209	-1.92193099	0	0.04	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
210	-1.92193099	0	0.04	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
211	-1.92193099	0	0.04	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
212	-1.92193099	0	0.05	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
213	-1.92193099	0	0.04	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
214	-1.92193099	0	0.04	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
215	-1.92193099	0	0.04	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
216	-1.29193101	0	0.04	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
217	-1.29193101	0	0.04	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
218	-1.29193101	0	0.04	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
219	-1.29193101	0	0.04	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
220	-1.29193101	0	0.04	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
221	-1.29193101	0	0.04	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
222	-1.29193101	1.76	0.04	NaN	11.7932	0	0	0	0	0.0121902876	0	0	0
