"346352";"346350";"346351";"346358";"346359";"335656";"335654";"335655";"335652";"335651";"340344";"340345";"349322";"349323";"338622";"338623";"343356";"338628";"332654";"332652";"332653";"332650";"332651";"332659";"346324";"346325";"346320";"335626";"335624";"340356";"340355";"340359";"349336";"349337";"349339";"343324";"343325";"343321";"332626";"332620";"332621";"332629";"346336";"346334";"346335";"346338";"335636";"335637";"335635";"340327";"340324";"340323";"340328";"340329";"349306";"349305";"349300";"338606";"338607";"338604";"338602";"338603";"338600";"338601";"343336";"343337";"343334";"343335";"343332";"343333";"343338";"332636";"332630";"332631";"332639";"346307";"346304";"346302";"346300";"346301";"335607";"335604";"335605";"335603";"335608";"349316";"349314";"349312";"349318";"349319";"338616";"338617";"338614";"338615";"338613";"343300";"343309";"332607";"332602";"332600"
"2010-01-01 00:00:00";0;0;0;0;0;0;0.71;0;0;0.01;0;0;0;0;0;0.07;0;0;0.9;0;1.16;0.2;0.06;0;0;0;0;0.9;0;0;0;0;0;0;0;0;0;0;0;2.61;0.53;0.22;0;0;0;0;0;0;0.71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.34;0.84;2.57;0;0;0;0;0;0.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0;0
"2010-01-01 01:00:00";0;0;0;0;0;0;2.52;0;0.05;0.27;0;0;0;0;0;0;0;0;1.78;0.69;0.97;0.4;0.53;0;0;0;0;1.13;0.11;0;0;0;0;0;0;0;0;0;0;0.07;0.78;0.99;0;0;0;0;0;0.16;2.45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.56;1.36;0.37;0;0;0;0;0;0;0.19;0;0;0.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0
"2010-01-01 02:00:00";0;0;0;0;0;0;1.24;0.97;0;0.03;0;0.01;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;1.93;0;0;0;0;0;0;0;0;0;0;0;0.3;1.51;0.24;0;0;0;0;1.18;0;0.27;0;0;0;0;0.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18;0.04;0;0;0;0;0;0;0;1.39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.84;0;0
"2010-01-01 03:00:00";0;0;0;0;0;0;3.49;0;0;0.05;0;0;0;0;0;0;0;0;0.26;0;0;0;0;0;0;0;0;0.12;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;4.76;0;0;0;0;0;0;0;0;0;0;0.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0.28;0.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0;0
"2010-01-01 04:00:00";0;0;0;0;0;0;2.41;0;0;0.02;0;0;0;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0.02;0;0.06;0;0;0;0;0;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03;0;0;0;0;0;0;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03;0;0
"2010-01-01 05:00:00";0;0;0;0;0;0.02;0.2;0.13;0;0.01;0;0;0;0;0.33;0;0;0.42;0.14;0.09;0;0.03;0.03;0;0;0;0;0.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16;0
"2010-01-01 06:00:00";0;0;0;0;0;0.08;0.08;0;0.1;0.6;0;0;0;0;0.32;0;0;0.38;0.06;1.58;0.49;0;0;0;0;0;0;0;0;0;0;0.04;0;0;0;0;0;0;0;0;0.37;0;0;0;0;0;0;0.01;0;0;0;0.01;0;0;0;0;0;0.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21;0.01;0;0;0;0;0;0;0.28;0.61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.3;0
"2010-01-01 07:00:00";0;0;0;0;0;0.33;0;0.01;0.41;0.52;0;0;0;0;0.08;0;0;0.06;0.07;0;0.1;0;0;0;0;0;0;0;0.45;0;0;0;0;0;0;0;0;0;0;0;0.42;0;0;0;0;0;0.19;0;0;0;0.11;0.05;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0.21;0.16;0;0;0;0;0;0;0.22;0.03;0.28;0;0;0;0;0;0;0;0.1;0.04;0;0;0;0;0;0;0.01;0
"2010-01-01 08:00:00";0;0;0;0;0;0;0;0.05;0.12;0.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
