"346352";"346350";"346351";"346358";"346359";"335656";"335654";"335655";"335652";"335651";"340344";"340345";"349322";"349323";"338622";"338623";"343356";"338628";"332654";"332652";"332653";"332650";"332651";"332659";"346324";"346325";"346320";"335626";"335624";"340356";"340355";"340359";"349336";"349337";"349339";"343324";"343325";"343321";"332626";"332620";"332621";"332629";"346336";"346334";"346335";"346338";"335636";"335637";"335635";"340327";"340324";"340323";"340328";"340329";"349306";"349305";"349300";"338606";"338607";"338604";"338602";"338603";"338600";"338601";"343336";"343337";"343334";"343335";"343332";"343333";"343338";"332636";"332630";"332631";"332639";"346307";"346304";"346302";"346300";"346301";"335607";"335604";"335605";"335603";"335608";"349316";"349314";"349312";"349318";"349319";"338616";"338617";"338614";"338615";"338613";"343300";"343309";"332607";"332602";"332600"
"2010-01-01";-3.22905713841175;-0.649277133700572;-0.687129827898072;-1.335610117098;-0.488770690551572;-2.9139428341969;-1.98373828117926;-2.22636975317354;-1.48970682302677;-1.46632095306561;-2.664929694519;-4.26930008479331;-5.29511950164293;-5.58657430670286;-2.75134437487569;-4.35991618327389;-1.48809985990918;-2.56634465765315;-3.58815957538897;-3.40937868032895;-3.73644852593028;-3.31910425682859;-3.20018591865289;-4.32845459071854;-1.19257426872964;-3.16476424056876;-4.43771195136868;-1.59293973454771;-1.12724183696911;-1.21693421097285;-1.18193101010997;-2.48451770212873;-4.83858761028605;-4.07472152335064;-4.42516498354744;-1.69833584094794;-2.27945365116711;-2.24545252560176;-3.53368840416691;-4.23214356650935;-4.29774027623588;-3.10730072540949;-3.06678847172582;-0.403084371590509;-4.37568206769804;-2.90450633729249;-2.90740928493134;-3.95464179073452;-2.26158917652726;-4.08804540885624;-2.32165251348988;-2.30986017877338;-3.90661420068081;-4.30347978861131;-4.05149294695519;-4.10408708444413;0.798296053010559;-2.92383574253148;-3.21727703104854;-2.63048690326558;-3.47574259115892;-3.32037983946814;-1.6685277687301;-2.87208868569221;-1.75481106707994;-2.54704734620216;-1.69020193063197;-1.60163684998144;-2.02492882383594;-1.56498225536374;-3.94616620559914;-4.11067101761498;-3.43879464354078;-3.54367216446647;-4.28195494049185;-3.08186720805737;-4.43386805670182;-3.65710373192659;-1.53378296509359;-0.975476890171206;-3.83944619341743;-1.38918343647311;-3.65242294004129;-3.74691762751282;-3.9183298070176;-5.43683559844205;0.0824442941693165;-1.93797983727833;-4.59269471813919;-2.73444030433795;-3.32966145633154;-3.52123777474554;-3.24874359622404;-3.28475823799754;-2.3440698965166;-4.03670751460664;-1.66615913489416;-3.42574183243584;-4.37435207982829;-3.39997725464714
"2010-01-02";-2.12905708606907;-0.589277135041676;-0.627129829239176;-0.0356101461552612;-0.428770691892676;-1.96394285543105;-1.39373829436679;-1.22636977552528;-1.72231384414006;-1.68632094814823;-2.40256344207922;-4.20930008613442;-4.50511951930081;-5.10657431743169;-2.54416293087978;-4.11991618863831;-0.198099888742925;-2.36634466212349;-2.96815958924705;-2.43585132178898;-2.90644854448223;-2.26910353960484;-2.15018593909352;-3.01845461999933;-0.532574283481786;-1.98476426694381;-3.3977119746145;-1.33293974035917;-1.34724183205173;-0.367237990466984;-0.271931030450054;-1.96451771375164;-3.58858763822572;-3.01472154704349;-3.38516500679637;-1.01833585614712;-1.86945366033173;-1.83545253476597;-3.55368840371987;-3.33214358662592;-3.57774029232914;-2.1273007473142;-1.89151094655188;-0.230625787616668;-3.25345319451854;-1.8045063618794;-1.90740930728508;-3.52464180034576;-1.67158918971479;-3.08804543120798;-1.95165252176003;-1.93986018704353;-3.84661420202192;-4.24347978995242;-3.17149296662473;-3.06408710768994;0.941793299589296;-2.0538357619775;-2.86727703887165;-2.29048691086518;-3.00574260166423;-2.85037984997392;-1.0385277828117;-2.40208869619753;-1.07481108227912;-2.12936417044333;-0.719399402473122;-0.921636865180624;-0.326747924857763;-0.0233267065904411;-3.80616620872839;-3.83067102387347;-2.60879466209273;-2.92367217832455;-3.38195496060842;-2.17346248594058;-4.37386805804311;-2.51710375740758;-0.0237829988447215;0.0845230861359478;-2.55514524611052;-1.60918343155573;-2.67246247352728;-3.44691763421834;-3.47832981685237;-4.18683562638172;-0.208183987284245;-0.73954030184679;-3.63535120067116;-1.85458256523963;-2.97966146415465;-3.17123778256865;-2.89874360404715;-2.93475824582065;-1.7140699105982;-3.89670751773589;-0.69615915657535;-2.47574185366999;-3.46605898275698;-3.85997724436533
"2010-01-03";-3.39911178273958;-3.62927706709238;-3.66712976128988;-5.10561003283193;-3.46877062394338;-5.40394277854106;-5.65373819914837;-5.12636968835348;-5.35430442725819;-5.33632086656437;-2.78121364390876;-4.25930008501683;-4.80511951259528;-5.35657431184376;-6.66385334229103;-4.33991618372093;-4.73809978726602;-6.36634457271653;-5.868159524427;-5.37237542375074;-5.83644847899162;-5.24849173904935;-5.090328580589;-7.14845452768663;-5.45257417351122;-3.9447642231344;-4.07771195941531;-5.42293964894054;-4.99724175046787;-5.01256151016334;-4.80193092919666;-7.3245175939463;-5.44858759665148;-4.68472150971608;-4.99516497080524;-6.40833573567124;-5.86945357092076;-5.835452445359;-7.29368832012436;-7.3621434965484;-6.42774022862667;-5.93730066215406;-3.84678840428411;-3.01234303913445;-5.21661076013914;-3.474506324552;-5.80740922010548;-4.93464176882981;-5.93158909449637;-4.31804540371534;-5.84165243481175;-5.82986010009525;-3.89661420090433;-4.29347978883483;-4.50149293689691;-4.67408707170364;-1.35404627168398;-5.05383569492227;-3.5872770227784;-6.92048680737661;-7.47574250175195;-7.32037975005717;-5.36852768602865;-6.76208859874394;-6.46481096180324;-6.27278265445638;-5.62869698526406;-6.31163674470474;-4.71741335379984;-4.4712580055209;-4.03616620358749;-7.51067094161906;-5.53879459660212;-5.8236721135045;-7.4119548705309;-4.51207400082347;-4.52386805468989;-4.43710371449223;-4.66378289513264;-5.14547679696444;-4.93924700211077;-5.25918334997187;-6.59584199516943;-7.80691753676475;-4.97832978332476;-6.04683558480748;-2.2170319654363;-5.82663235497898;-5.1007023728648;-3.17775452111911;-3.6996614480614;-3.8912377664754;-3.6187435879539;-3.6547582297274;-6.04406981381515;-4.12670751259499;-5.6061590468283;-5.94574177610945;-6.39961773861888;-8.02997715115857
"2010-01-04";-4.66939341188623;-4.98927703669401;-5.02712973089151;-6.46561000243356;-4.82877059354501;-6.55394275283656;-7.7037381533273;-6.2663696628725;-8.65895183864102;-8.55632079459176;-4.61236177252522;-6.44930003606651;-6.55511947347974;-7.18657427094007;-8.77003085369855;-6.7699161294062;-6.26809975306785;-8.38634452756601;-7.26815949313456;-7.01761518670275;-7.41644844367587;-6.81821155119696;-6.76992899144215;-5.53845456367294;-6.57257414847727;-4.33476421441722;-5.87771191918218;-8.05293959015546;-8.21724167849526;-6.43169527115737;-6.23193089723367;-8.08451757695898;-6.86858756491201;-5.5347214907171;-5.64516495627466;-7.40833571331949;-6.79945355013271;-6.76545242457188;-7.6136883129718;-8.95214346100913;-7.83774019711072;-7.73730062192093;-4.23324659096411;-4.35853824067667;-5.63500083022408;-4.32450630555302;-6.94740919462222;-7.21464171786784;-7.9815890486753;-5.86804536907014;-7.13165240597801;-7.11986007126151;-6.08661415195401;-6.48347973988451;-5.35149291789793;-5.32408705717501;-2.79727619265016;-6.31383566675908;-5.72727697494567;-8.71048676736699;-8.35574248208242;-8.20037973038676;-6.26852766591209;-7.12208859069731;-7.46481093945149;-7.1899777134047;-7.02000110015458;-7.31163672235299;-6.08812320800528;-5.90305112525075;-6.16616615597828;-6.16067097179391;-7.11879456128637;-7.22367208221206;-9.00195483499163;-5.28438825513145;-6.62386800774494;-4.79710370644561;-5.91378286719296;-6.24547677237753;-6.83312746517432;-8.47918327799926;-7.68574314376324;-8.85691751329542;-7.32832973079816;-7.46683555306801;-3.90394284905888;-6.09419087135555;-5.85402282165853;-4.03387128673308;-5.83966140022867;-6.03123771864267;-5.75874354012117;-5.79475818189467;-6.94406979369859;-6.25670746498578;-6.99615901575938;-7.61574173878204;-8.01520550116678;-9.69997711383116
"2010-01-05";-4.4567037622683;-3.80927706306907;-3.84712975726657;-6.10561001048019;-3.64877061992007;-5.46394277719996;-6.46373818104346;-5.09636968902404;-7.02795657570169;-6.91632083124862;-4.91817246885003;-6.44930003606651;-5.75511949136113;-6.15657429396236;-7.18794536917356;-7.00991612404178;-6.27809975284434;-6.92634456019955;-6.97815949961656;-6.42627959618219;-6.91644845485174;-6.35938759363481;-6.13058541805567;-7.66845451606373;-5.08257418178136;-4.37476421352315;-5.42771192924046;-7.02293961317775;-6.57724171515212;-5.49361486600701;-5.68193090952713;-5.93451762501522;-5.91858758614617;-4.97472150323407;-5.32516496342817;-5.38833575847001;-5.23945358500299;-5.2054524594406;-7.97368830492517;-8.32214347509073;-7.59774020247514;-6.96730063913177;-4.2567182827096;-3.44719186543303;-5.46899460608595;-4.2745063066706;-5.7774092207761;-7.0046417225617;-6.74158907639146;-6.02804536549386;-5.79165243592934;-5.77986010121284;-6.08661415195401;-6.48347973988451;-5.05149292460345;-5.00408706432756;-2.11408909977492;-5.3238356888873;-5.87727697159291;-6.96048680648254;-7.2757425062223;-7.12037975452772;-5.83852767552334;-6.51208860433187;-5.44481098460201;-5.54290239469564;-6.11205769948041;-5.29163676750351;-6.81492873225736;-6.35498263969541;-5.79616616424842;-7.76067093603112;-6.61879457246224;-6.93367208869406;-8.37195484907323;-4.79593962655827;-5.93386802316971;-4.69710370868078;-6.13378286227558;-5.5154767886943;-6.30321599538197;-6.83918331465612;-6.56918191919489;-8.35691752447129;-6.94832973929182;-6.51683557430217;-3.10389053955485;-5.44650927869867;-5.54435489701632;-3.73202203251649;-5.98966139687591;-6.18123771528991;-5.90874353676841;-5.94475817854191;-6.51406980330983;-5.88670747325592;-6.08615903609946;-6.79574175711047;-7.46538262100497;-8.4699771413238
"2010-01-06";-2.48737607843362;-2.53927709145578;-2.57712978565328;-3.01561007954707;-2.37877064830678;-6.0139427649065;-5.20373820920665;-5.91636967069561;-4.93274228131207;-4.84632087751673;-3.6423617828545;-5.22930006333564;-3.9351195320413;-4.60657432860756;-5.24852471330372;-5.99991614661704;-3.0280998254875;-5.05634460199731;-7.76815948195869;-7.18499535010766;-7.61644843920552;-7.1493881332603;-6.92058540267654;-6.19845454892079;-2.86257423140223;-2.41476425733256;-3.5677119708147;-4.80293966279862;-4.50724176142023;-2.65352397353302;-2.74193097524125;-4.06451766681298;-4.16858762526171;-3.20472154279665;-3.42516500590218;-3.0983358096555;-3.75945361808505;-3.72545249252118;-5.64368835700473;-8.0521434811257;-8.43774018369967;-7.12730063555549;-2.31796912977334;-2.31995276836252;-3.71184325705125;-2.2645063515976;-6.59740920244603;-7.09464172055005;-5.48158910455465;-4.78804539321002;-4.14165247280971;-4.12986013809321;-4.86661417922314;-5.26347976715364;-3.01149297020101;-3.10408710679587;-1.02767206304857;-4.81383570028669;-5.06727698969782;-4.82048685431527;-5.2057425524904;-5.05037980079789;-3.07852773721414;-4.38208865194108;-3.1548110357875;-4.02192561144432;-3.33115491543838;-3.001636818689;-3.1467922384679;-2.84718899596957;-4.44616619442327;-6.09067097335853;-7.31879455681602;-7.72367207103619;-8.1019548551082;-3.24267337947534;-4.60386805290152;-2.91710374846688;-2.7937829369304;-2.82547684882048;-6.38113189932317;-4.76918336092423;-7.23888533115485;-5.72691758325637;-7.5383297261043;-4.76683561341771;-2.1212728202112;-3.37371192867067;-3.57203069725377;-1.692448808194;-5.17966141498082;-5.37123773339482;-5.09874355487332;-5.13475819664682;-3.75406986500064;-4.53670750343077;-3.3061590982373;-7.50574174124073;-8.19741161260965;-5.85997719966185
"2010-01-07";-3.77858017527261;-2.89927708340915;-2.93712977760665;-3.17561007597079;-2.73877064026015;-4.56394279731652;-4.11373823357005;-3.96636971428151;-3.95653314941156;-3.8863208989744;-3.1558761913845;-4.54930007853482;-4.86511951125418;-5.23657431452597;-5.09022322162647;-5.04991616785119;-3.28809981967604;-4.93634460467952;-5.71815952777976;-5.19456716638297;-5.60644848413252;-5.13787782780682;-4.94047128223833;-6.7084545375214;-3.07257422670836;-3.72476422805178;-4.61771194734537;-4.13293967777429;-3.5472417828779;-3.01391873167344;-3.14193096630056;-4.14451766502484;-5.18858760246294;-4.26472151910381;-4.63516497885295;-3.27833580563219;-4.08945361070864;-4.0554524851451;-6.38368834046444;-6.47214351644145;-6.58774022505039;-5.24730067757676;-3.58428706811651;-2.63823572192913;-4.63914957130103;-3.68450631985813;-4.64740924603583;-5.43464175765394;-4.39158912891805;-4.89804539075133;-4.48165246521012;-4.46986013049362;-4.18661419442232;-4.58347978235282;-4.38149293957912;-4.31408707975027;-1.43700892557021;-4.51383570699221;-4.14727701026142;-4.70048685699748;-5.29574255047875;-5.14037979878615;-3.58852772581475;-4.64208864612963;-3.33481103176419;-4.34168156830657;-3.51130538953494;-3.18163681466569;-3.41674786578097;-3.11332695452047;-4.44616619442327;-6.79067095771231;-5.30879460174302;-5.67367211685726;-6.52195489042395;-4.01251287397335;-4.93386804552445;-3.85710372745624;-2.95378293335412;-2.94547684613827;-5.04731781672656;-3.8091833823819;-5.37906326501283;-6.25691757140995;-5.48832977192537;-5.78683559061894;-2.53917854993785;-3.4553048756973;-4.86468700166508;-3.06131078739068;-4.25966143554442;-4.45123775395842;-4.17874357543692;-4.21475821721042;-4.26406985360125;-4.53670750343077;-3.48615909421399;-5.37574178884994;-6.19808795964817;-6.47997718580377
"2010-01-08";-5.00314631831225;-3.52927706932756;-3.56712976352506;-3.96561005831292;-3.36877062617856;-3.91394281184515;-3.44373824854572;-3.1663697321629;-3.30871209380676;-3.27632091260896;-3.62273421109903;-5.17930006445323;-6.65511947124456;-6.9965742751869;-4.75979877317465;-5.44991615891049;-3.68809981073535;-4.59634461227911;-4.6581595514726;-3.94413901620563;-4.33644851251924;-3.84273631309452;-3.7002715281568;-5.6184545618848;-3.81257421016807;-4.90476420167673;-6.01771191605293;-3.23293969789086;-2.93724179651246;-2.87277311706129;-2.92193097121794;-4.25451766256615;-7.09858755977111;-6.07472147864716;-6.29516494174407;-3.73833579535039;-4.45945360243813;-4.42545247687496;-4.84368837488613;-5.15214354594575;-5.667740245614;-3.97730070596348;-4.76310637288958;-3.23927967170555;-5.8472298752168;-4.83450629415363;-3.84740926391882;-5.13464176435946;-3.72158914389372;-5.36804538024601;-4.47165246543364;-4.45986013071714;-4.81661418034073;-5.21347976827123;-6.05149290225171;-5.97408704264638;-2.38112643818703;-4.31383571146256;-4.11727701093197;-4.400486863703;-5.01574255673723;-4.86037980504491;-2.95852773989635;-4.35208865261163;-3.79481102148239;-4.71168164900625;-3.84120505744599;-3.64163680438389;-3.8466147549853;-3.5317407996834;-5.3461661743067;-5.4206709883342;-4.03879463012974;-4.6136721405501;-5.20195491992825;-5.15020035529237;-6.21386801691038;-5.0271037013047;-3.81378291413162;-3.79547682713929;-4.41738421855607;-3.19918339601646;-4.57906325460623;-5.25691759376169;-5.13832977974848;-7.69683554792711;-3.37813136519734;-4.68053697769667;-6.52985289526415;-4.73074176545216;-4.22966143621498;-4.42123775462898;-4.14874357610748;-4.18475821788098;-3.63406986768285;-5.4367074833142;-3.81615908683792;-4.17574181567203;-4.9387643012427;-4.72997722491932
"2010-01-09";-4.35415490224195;-2.68927708810302;-2.72712978230052;-2.47561009161701;-2.52877064495402;-3.53394282033882;-3.18373825435717;-2.85636973909194;-2.99411503876479;-2.95632091976152;-3.58283503453512;-5.22930006333564;-5.92511948756133;-6.31657429038608;-4.1078298479009;-5.12991616606305;-2.34809984068668;-3.95634462658422;-4.20815956153089;-3.67718694177681;-4.05644851877772;-3.56698165900905;-3.4402144537266;-4.60845458446006;-2.75257423386092;-4.06476422045219;-5.40771192968749;-2.88293970571397;-2.61724180366502;-1.94640115153678;-1.92193099356968;-3.55451767821237;-5.9585875852521;-4.91472150457518;-5.18516496655784;-2.97833581233771;-3.6294536209909;-3.5954524954269;-4.27368838762662;-4.86214355242775;-5.04774025947208;-3.68730071244548;-3.92546763191855;-2.46412841795506;-4.99168820687359;-4.12450631002336;-3.53740927084848;-4.62464177575885;-3.46158914970517;-5.0280453878456;-3.66165248353855;-3.64986014882205;-4.86661417922314;-5.26347976715364;-5.03149292505049;-4.86408706745681;-1.56661309125957;-3.87383572129733;-3.88727701607288;-3.66048688024329;-4.30574257260697;-4.15037982091536;-2.15852775777774;-3.66208866803434;-3.03481103846971;-3.88680352553381;-2.74045269408526;-2.88163682137121;-2.42696972233288;-2.14263719065101;-5.24616617654188;-4.74067100353338;-3.75879463638822;-4.16367215060839;-4.91195492641025;-4.25649538045239;-5.85386802495809;-4.20710371963313;-2.32378294743572;-2.36547685910228;-4.0633266864604;-2.87918340316902;-4.26906325057367;-4.60691760829032;-4.62832979114787;-6.5568355734081;-2.48284346976925;-3.42354470441205;-5.46634720824987;-3.71344453869716;-3.99966144135588;-4.19123775976988;-3.91874358124838;-3.95475822302188;-2.83406988556424;-5.33670748554938;-2.71615911142483;-3.89574182193052;-4.66588185813689;-4.30997723430705
